12 3 11 2 11 4 11 3 11 3 9 0 11 4 9 0 9 2 11 0 116 
11 3 10 0 9 3 11 0 9 2 10 1 11 0 9 2 11 0 11 2 105 
12 3 10 0 11 0 11 0 10 0 10 0 9 0 9 0 9 0 11 0 116 
12 3 11 2 11 4 11 3 11 3 9 0 11 4 9 0 9 2 11 0 116 
11 3 10 0 9 3 11 0 9 2 10 1 11 0 9 2 11 0 11 2 105 
12 3 10 0 11 0 11 0 10 0 9 0 9 0 9 0 9 0 11 0 116 
9 3 10 0 11 0 9 0 9 1 9 0 9 0 9 0 9 0 9 0 84 
12 3 10 0 9 4 10 0 9 3 10 0 11 1 10 0 9 1 9 0 103 
12 2 10 0 9 4 12 2 12 0 9 0 10 2 11 3 10 0 10 1 162 
12 3 10 0 10 4 10 0 9 3 10 0 10 3 10 1 9 1 9 1 83 
12 3 11 0 11 0 11 0 10 0 10 0 10 0 9 1 9 0 11 0 116 
12 3 10 0 11 0 11 0 9 0 10 1 11 0 9 0 9 0 11 0 83 
