10 0 11 0 10 0 9 0 11 0 9 0 9 0 9 0 10 0 10 0 47 
9 0 11 0 9 0 10 0 10 0 9 0 9 0 9 0 10 0 10 0 14 
9 0 11 1 9 0 11 0 10 0 9 0 9 0 9 0 10 0 10 0 15 
9 1 11 3 9 0 11 3 12 2 12 0 9 0 9 2 10 1 10 0 104 
9 1 11 1 9 0 11 0 11 1 9 0 9 0 9 0 10 0 10 0 15 
9 1 11 3 9 0 11 3 12 2 12 0 9 0 9 2 10 1 10 0 104 
9 0 11 1 9 0 11 0 10 0 9 0 9 0 9 0 10 0 10 0 15 
11 4 12 0 10 0 9 3 11 0 10 1 12 3 9 2 11 3 10 0 102 
10 0 11 0 10 0 9 0 11 0 9 1 9 0 9 0 10 0 10 0 46 
9 1 11 1 9 0 11 0 10 0 9 0 9 0 9 0 10 0 10 0 15 
9 0 11 1 9 0 11 0 10 0 9 0 9 0 9 0 10 1 10 0 15 
10 0 11 0 9 0 9 0 10 0 9 1 9 0 9 0 10 0 10 0 46 
