,robot_speed,robot_speed_kmh,simulation_duration,generation,test_loss,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,delivery_rate,utilization_rate,num_risks,simulations,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,sequential_execution_time,execution_time
0,81,8.1,5,0,0.725289154132562,11,12,9,10,10,13,10,14,10,12,0,0,0,0,0,0,0,0,0,0,0.088760465,0.8652822,5.9044957,1,0.8652822,0.088760465,5.9044957,0,59713643048,50,0.0009760856628417969,0.0009760856628417969,0.0010001659393310547
1,107,10.7,5,0,0.725289154132562,12,14,9,10,9,12,9,10,12,13,12,14,11,14,10,13,0,0,0,0,0.19465882,0.92248946,7.208462,1,0.92248946,0.19465882,7.208462,1,59713643048,50,0.0,0.0,0.0009996891021728516
2,15,1.5,5,0,0.725289154132562,12,14,12,13,12,14,11,14,12,14,11,12,9,13,0,0,0,0,0,0,0.2656674,0.88609284,6.272326,1,0.88609284,0.2656674,6.272326,2,59713643048,50,0.0009992122650146484,0.0009992122650146484,0.0010001659393310547
3,26,2.6,5,0,0.725289154132562,11,14,9,10,9,11,12,14,9,10,10,13,9,11,0,0,0,0,0,0,0.123159796,0.7704897,5.8505177,1,0.7704897,0.123159796,5.8505177,3,59713643048,50,0.0009999275207519531,0.0009999275207519531,0.0010020732879638672
4,48,4.8,5,0,0.725289154132562,9,10,12,14,9,11,9,10,11,14,12,14,12,14,12,14,12,14,0,0,0.26570746,0.93474185,7.630858,1,0.93474185,0.26570746,7.630858,4,59713643048,50,0.0010004043579101562,0.0010004043579101562,0.0009970664978027344
5,143,14.3,5,0,0.725289154132562,11,13,10,11,11,14,10,13,12,14,11,12,0,0,0,0,0,0,0,0,0.21017382,1.0531986,8.073345,1,1.0531986,0.21017382,8.073345,5,59713643048,50,0.000993967056274414,0.000993967056274414,0.0009999275207519531
6,29,2.9,5,0,0.725289154132562,10,13,12,14,10,12,9,10,10,11,12,13,11,14,9,12,0,0,0,0,0.25083968,0.840445,5.9321637,1,0.840445,0.25083968,5.9321637,6,59713643048,50,0.0010006427764892578,0.0010006427764892578,0.001010894775390625
7,171,17.1,5,0,0.725289154132562,10,11,10,12,10,12,10,13,11,14,12,14,9,10,12,13,0,0,0,0,0.15809625,0.96475726,8.610795,1,0.96475726,0.15809625,8.610795,7,59713643048,50,0.0,0.0,0.0009882450103759766
8,162,16.2,5,0,0.725289154132562,12,14,12,13,10,14,10,12,11,14,0,0,0,0,0,0,0,0,0,0,0.124583036,0.97959566,7.5822835,1,0.97959566,0.124583036,7.5822835,8,59713643048,50,0.0009996891021728516,0.0009996891021728516,0.0009992122650146484
9,62,6.2,5,0,0.725289154132562,11,12,12,13,12,14,12,14,10,11,11,14,10,13,12,14,0,0,0,0,0.2341393,0.7929099,7.1715007,1,0.7929099,0.2341393,7.1715007,9,59713643048,50,0.0009999275207519531,0.0009999275207519531,0.0010006427764892578
10,194,19.4,5,0,0.725289154132562,12,14,9,12,12,14,10,12,10,11,12,14,12,14,10,11,0,0,0,0,0.20336094,1.0799049,9.0285635,1,1.0799049,0.20336094,9.0285635,10,59713643048,50,0.0010020732879638672,0.0010020732879638672,0.0010006427764892578
11,142,14.2,5,0,0.725289154132562,11,14,12,14,10,11,10,14,10,11,11,13,12,14,10,11,10,14,0,0,0.27834126,1.1363566,9.713362,1,1.1363566,0.27834126,9.713362,11,59713643048,50,0.0,0.0,0.00099945068359375
12,48,4.8,5,1,0.725289154132562,12,14,12,13,9,12,11,14,12,14,9,13,0,0,0,0,0,0,0,0,0.22303417,0.8187243,6.626428,1,0.8187243,0.22303417,6.626428,12,59713643048,50,0.0,0.0,0.001001119613647461
13,14,1.4,5,1,0.725289154132562,12,14,9,10,12,13,11,14,12,14,9,12,11,14,12,14,0,0,0,0,0.204631,0.7850357,6.1920485,1,0.7850357,0.204631,6.1920485,13,59713643048,50,0.0,0.0,0.0009992122650146484
14,143,14.3,5,1,0.725289154132562,11,13,10,11,11,14,10,13,12,14,11,12,0,0,0,0,0,0,0,0,0.21017382,1.0531986,8.073345,1,1.0531986,0.21017382,8.073345,5,59713643048,50,0.000993967056274414,0.000993967056274414,0.0009999275207519531
15,143,14.3,5,1,0.725289154132562,11,13,11,12,10,11,11,14,10,13,12,14,11,12,0,0,0,0,0,0,0.22158471,0.9711859,8.63476,1,0.9711859,0.22158471,8.63476,14,59713643048,50,0.0,0.0,0.0009996891021728516
16,162,16.2,5,1,0.725289154132562,12,14,12,13,9,13,10,12,11,14,0,0,0,0,0,0,0,0,0,0,0.10769811,0.9611957,7.48611,1,0.9611957,0.10769811,7.48611,15,59713643048,50,0.0010001659393310547,0.0010001659393310547,0.0009891986846923828
17,107,10.7,5,1,0.725289154132562,12,14,9,12,9,10,12,13,9,13,11,14,10,13,0,0,0,0,0,0,0.14240375,0.8258021,7.6181636,1,0.8258021,0.14240375,7.6181636,16,59713643048,50,0.0009999275207519531,0.0009999275207519531,0.0010006427764892578
18,43,4.3,5,1,0.725289154132562,9,11,12,14,9,11,9,10,10,13,12,14,12,14,12,14,0,0,0,0,0.2292723,0.7687033,5.9979315,1,0.7687033,0.2292723,5.9979315,17,59713643048,50,0.0010004043579101562,0.0010004043579101562,0.00099945068359375
19,196,19.6,5,1,0.725289154132562,12,13,9,12,12,14,10,12,10,11,12,14,12,14,10,11,11,14,0,0,0.31556603,1.2454778,10.686885,1,1.2454778,0.31556603,10.686885,18,59713643048,50,0.0009887218475341797,0.0009887218475341797,0.0017158985137939453
20,194,19.4,5,1,0.725289154132562,11,14,9,12,10,11,10,11,11,13,12,14,10,11,0,0,0,0,0,0,0.22115466,1.1013639,8.939117,1,1.1013639,0.22115466,8.939117,19,59713643048,50,0.0,0.0,0.0010008811950683594
21,142,14.2,5,1,0.725289154132562,11,14,12,14,10,11,12,14,10,14,10,11,11,13,12,14,10,11,10,14,0.29849157,1.1430835,10.326382,1,1.1430835,0.29849157,10.326382,20,59713643048,50,0.0,0.0,0.0010006427764892578
