,robot_speed,robot_speed_kmh,simulation_duration,generation,test_loss,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,delivery_rate,utilization_rate,num_risks,simulations,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,sequential_execution_time,execution_time
0,159,15.9,5,0,2.298586139508656,11,12,11,13,9,13,10,14,10,14,10,11,12,14,9,11,0,0,0,0,0.24236342,1.1373107,9.808134,1,1.1373107,0.24236342,9.808134,0,59713643048,50,0.0010001659393310547,0.0010001659393310547,2.1633501052856445
1,88,8.8,5,0,2.298586139508656,12,14,9,10,12,14,12,14,9,12,9,10,10,11,0,0,0,0,0,0,0.15903363,0.89509016,7.705344,1,0.89509016,0.15903363,7.705344,1,59713643048,50,0.0015411376953125,0.0015411376953125,1.3915133476257324
2,26,2.6,5,0,2.298586139508656,11,13,10,11,12,14,11,14,12,13,9,11,12,14,10,13,10,12,12,14,0.32957336,0.94481033,7.6436133,1,0.94481033,0.32957336,7.6436133,2,59713643048,50,0.0,0.0,1.4559237957000732
3,30,3.0,5,0,2.298586139508656,12,13,12,14,11,12,12,14,12,14,10,11,11,14,10,12,9,11,0,0,0.40613106,0.9832787,7.50819,1,0.9832787,0.40613106,7.50819,3,59713643048,50,0.0009999275207519531,0.0009999275207519531,1.4083378314971924
4,134,13.4,5,0,2.298586139508656,12,13,10,11,12,13,11,13,12,13,9,12,12,13,9,10,11,14,0,0,0.29727063,1.1364653,10.280237,1,1.1364653,0.29727063,10.280237,4,59713643048,50,0.0,0.0,1.4218223094940186
5,119,11.9,5,0,2.298586139508656,10,14,9,10,9,11,11,13,9,12,12,14,0,0,0,0,0,0,0,0,0.2189121,0.9610303,7.559483,1,0.9610303,0.2189121,7.559483,5,59713643048,50,0.0009999275207519531,0.0009999275207519531,1.4078867435455322
6,135,13.5,5,0,2.298586139508656,9,13,9,11,11,12,12,14,10,13,9,12,10,11,9,10,12,14,0,0,0.24096784,1.0371454,10.39699,1,1.0371454,0.24096784,10.39699,6,59713643048,50,0.00099945068359375,0.00099945068359375,1.4013128280639648
7,175,17.5,5,0,2.298586139508656,9,10,9,11,9,12,12,14,12,13,9,13,11,14,12,13,0,0,0,0,0.20404288,1.0221839,9.850579,1,1.0221839,0.20404288,9.850579,7,59713643048,50,0.0009982585906982422,0.0009982585906982422,1.3821477890014648
8,119,11.9,5,0,2.298586139508656,11,13,10,11,11,14,9,10,10,14,9,10,9,10,10,14,0,0,0,0,0.29505953,0.9961838,8.58435,1,0.9961838,0.29505953,8.58435,8,59713643048,50,0.0,0.0,0.004998922348022461
9,41,4.1,5,0,2.298586139508656,11,14,10,13,9,10,10,12,10,13,9,11,10,12,0,0,0,0,0,0,0.24197361,0.77674437,6.1702266,1,0.77674437,0.24197361,6.1702266,9,59713643048,50,0.0,0.0,0.004004716873168945
10,66,6.6,5,0,2.298586139508656,9,10,11,14,10,13,9,10,11,13,10,13,11,12,12,14,0,0,0,0,0.37801495,0.88713163,7.42159,1,0.88713163,0.37801495,7.42159,10,59713643048,50,0.0,0.0,0.009491682052612305
11,177,17.7,5,0,2.298586139508656,11,13,10,12,12,14,11,14,12,14,0,0,0,0,0,0,0,0,0,0,0.14507678,1.0192485,8.013018,1,1.0192485,0.14507678,8.013018,11,59713643048,50,0.001001596450805664,0.001001596450805664,0.015004634857177734
12,177,17.7,5,1,2.298586139508656,11,13,10,12,12,14,11,14,12,14,0,0,0,0,0,0,0,0,0,0,0.14507678,1.0192485,8.013018,1,1.0192485,0.14507678,8.013018,11,59713643048,50,0.001001596450805664,0.001001596450805664,0.001998424530029297
13,175,17.5,5,1,2.298586139508656,9,10,9,11,9,12,12,14,12,13,9,13,11,14,12,13,0,0,0,0,0.20404288,1.0221839,9.850579,1,1.0221839,0.20404288,9.850579,7,59713643048,50,0.0009982585906982422,0.0009982585906982422,0.008002042770385742
14,30,3.0,5,1,2.298586139508656,12,13,12,14,11,12,12,14,10,13,9,10,9,13,0,0,0,0,0,0,0.22452244,0.7903067,6.162619,1,0.7903067,0.22452244,6.162619,12,59713643048,50,0.0009989738464355469,0.0009989738464355469,0.013999462127685547
15,40,4.0,5,1,2.298586139508656,11,14,10,13,9,10,10,12,11,14,10,12,11,13,12,14,12,14,0,0,0.41889462,1.0260048,7.671581,1,1.0260048,0.41889462,7.671581,13,59713643048,50,0.0010225772857666016,0.0010225772857666016,0.01200723648071289
16,89,8.9,5,1,2.298586139508656,9,11,9,11,11,14,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0.022437662,0.7403508,4.255001,1,0.7403508,0.022437662,4.255001,14,59713643048,50,0.0010004043579101562,0.0010004043579101562,0.0059969425201416016
17,117,11.7,5,1,2.298586139508656,12,14,9,13,12,14,12,14,10,13,9,10,11,14,0,0,0,0,0,0,0.15686807,0.9924924,8.862126,1,0.9924924,0.15686807,8.862126,15,59713643048,50,0.0,0.0,0.010992050170898438
18,118,11.8,5,1,2.298586139508656,10,14,9,10,9,11,11,14,11,14,9,11,0,0,0,0,0,0,0,0,0.18703261,0.89093477,7.5103135,1,0.89093477,0.18703261,7.5103135,16,59713643048,50,0.0,0.0,0.006005287170410156
19,159,15.9,5,1,2.298586139508656,11,13,9,13,10,14,10,11,9,10,9,13,11,14,0,0,0,0,0,0,0.17323622,1.0595245,9.223444,1,1.0595245,0.17323622,9.223444,17,59713643048,50,0.0010039806365966797,0.0010039806365966797,0.017527103424072266
20,88,8.8,5,1,2.298586139508656,10,14,9,10,11,14,11,12,12,14,9,12,10,11,10,11,0,0,0,0,0.36039647,0.90941375,7.7587767,1,0.90941375,0.36039647,7.7587767,18,59713643048,50,0.001991748809814453,0.001991748809814453,0.009998798370361328
21,118,11.8,5,1,2.298586139508656,12,14,10,11,9,11,9,12,9,10,10,11,10,14,0,0,0,0,0,0,0.15352371,0.9192788,7.975503,1,0.9192788,0.15352371,7.975503,19,59713643048,50,0.0020055770874023438,0.0020055770874023438,0.014993667602539062
22,122,12.2,5,1,2.298586139508656,9,11,11,13,9,12,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0.06191042,0.856511,5.10953,1,0.856511,0.06191042,5.10953,20,59713643048,50,0.0,0.0,0.012999773025512695
23,62,6.2,5,1,2.298586139508656,9,10,10,14,11,14,10,13,11,13,9,12,9,10,12,14,0,0,0,0,0.38097444,0.8907811,7.309348,1,0.8907811,0.38097444,7.309348,21,59713643048,50,0.0019974708557128906,0.0019974708557128906,0.019003868103027344
24,177,17.7,5,2,2.298586139508656,10,12,10,12,12,13,11,14,12,14,0,0,0,0,0,0,0,0,0,0,0.12537834,0.9851076,8.026179,1,0.9851076,0.12537834,8.026179,22,59713643048,50,0.0,0.0,0.0060045719146728516
25,122,12.2,5,2,2.298586139508656,9,11,11,14,9,12,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0.06967917,0.8626254,5.176062,1,0.8626254,0.06967917,5.176062,23,59713643048,50,0.0010097026824951172,0.0010097026824951172,0.010007619857788086
26,31,3.1,5,2,2.298586139508656,12,14,12,13,11,13,12,14,11,14,9,11,0,0,0,0,0,0,0,0,0.27652827,0.854188,5.064143,1,0.854188,0.27652827,5.064143,24,59713643048,50,0.0,0.0,0.011997461318969727
27,174,17.4,5,2,2.298586139508656,9,10,10,14,9,11,9,10,9,12,0,0,0,0,0,0,0,0,0,0,0.13115785,0.9436478,7.4287148,1,0.9436478,0.13115785,7.4287148,25,59713643048,50,0.0,0.0,0.004005908966064453
28,118,11.8,5,2,2.298586139508656,12,14,10,11,9,11,9,12,9,10,10,11,10,14,0,0,0,0,0,0,0.15352371,0.9192788,7.975503,1,0.9192788,0.15352371,7.975503,19,59713643048,50,0.0020055770874023438,0.0020055770874023438,0.003999233245849609
29,122,12.2,5,2,2.298586139508656,9,10,9,11,11,13,9,12,12,14,0,0,0,0,0,0,0,0,0,0,0.1303061,0.7650434,6.5533476,1,0.7650434,0.1303061,6.5533476,26,59713643048,50,0.0010025501251220703,0.0010025501251220703,0.008002281188964844
30,66,6.6,5,2,2.298586139508656,9,10,11,14,9,12,9,10,11,12,10,12,12,14,0,0,0,0,0,0,0.21650335,0.7720441,6.962341,1,0.7720441,0.21650335,6.962341,27,59713643048,50,0.0010161399841308594,0.0010161399841308594,0.010004520416259766
31,30,3.0,5,2,2.298586139508656,12,13,12,14,11,12,12,14,10,13,9,13,0,0,0,0,0,0,0,0,0.24954113,0.83295125,5.046916,1,0.83295125,0.24954113,5.046916,28,59713643048,50,0.0010104179382324219,0.0010104179382324219,0.019014596939086914
32,41,4.1,5,2,2.298586139508656,11,14,10,13,9,10,10,12,10,13,9,11,10,12,0,0,0,0,0,0,0.24197361,0.77674437,6.1702266,1,0.77674437,0.24197361,6.1702266,9,59713643048,50,0.0,0.0,0.003983259201049805
33,41,4.1,5,2,2.298586139508656,11,14,10,13,9,10,10,12,10,13,9,11,10,12,0,0,0,0,0,0,0.24197361,0.77674437,6.1702266,1,0.77674437,0.24197361,6.1702266,9,59713643048,50,0.0,0.0,0.002001047134399414
34,41,4.1,5,2,2.298586139508656,11,14,10,12,9,10,10,13,10,13,9,10,9,11,0,0,0,0,0,0,0.2344394,0.7721595,6.038376,1,0.7721595,0.2344394,6.038376,29,59713643048,50,0.001001119613647461,0.001001119613647461,0.00599980354309082
35,13,1.3,5,2,2.298586139508656,12,13,12,13,10,11,12,14,10,13,9,10,10,13,0,0,0,0,0,0,0.23216507,0.7868706,5.482527,1,0.7868706,0.23216507,5.482527,30,59713643048,50,0.0,0.0,0.008015871047973633
36,40,4.0,5,3,1.633213752933911,9,11,9,11,9,12,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0.012541287,0.8150674,3.3075101,1,0.8150674,0.012541287,3.3075101,31,59713643048,50,0.0010089874267578125,0.0010089874267578125,0.008536100387573242
37,122,12.2,5,3,1.633213752933911,9,12,9,11,10,11,10,12,11,14,12,14,10,12,0,0,0,0,0,0,0.26466936,0.78819185,11.64046,1,0.78819185,0.26466936,11.64046,32,59713643048,50,0.0,0.0,0.011005163192749023
38,38,3.8,5,3,1.633213752933911,9,11,10,12,9,12,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0053231046,0.82528526,3.2216032,1,0.82528526,0.0053231046,3.2216032,33,59713643048,50,0.0,0.0,0.009999752044677734
39,124,12.4,5,3,1.633213752933911,9,12,10,11,9,10,10,13,10,13,9,10,9,11,0,0,0,0,0,0,0.22041935,0.74757105,11.081214,1,0.74757105,0.22041935,11.081214,34,59713643048,50,0.0009999275207519531,0.0009999275207519531,0.009005069732666016
40,122,12.2,5,3,1.633213752933911,9,10,9,11,11,13,9,12,12,14,0,0,0,0,0,0,0,0,0,0,0.1303061,0.7650434,6.5533476,1,0.7650434,0.1303061,6.5533476,26,59713643048,50,0.0010025501251220703,0.0010025501251220703,0.002007007598876953
41,122,12.2,5,3,1.633213752933911,9,11,11,14,9,12,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0.06967917,0.8626254,5.176062,1,0.8626254,0.06967917,5.176062,23,59713643048,50,0.0010097026824951172,0.0010097026824951172,0.00500178337097168
42,14,1.4,5,3,1.633213752933911,9,11,10,12,10,13,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8607952,2.2949915,1,0.8607952,0.0,2.2949915,35,59713643048,50,0.0010001659393310547,0.0010001659393310547,0.009002685546875
43,120,12.0,5,3,1.633213752933911,12,13,11,12,10,11,12,14,10,13,9,12,0,0,0,0,0,0,0,0,0.18846482,0.989,7.9903975,1,0.989,0.18846482,7.9903975,36,59713643048,50,0.0019855499267578125,0.0019855499267578125,0.014989614486694336
44,43,4.3,5,3,1.633213752933911,12,13,12,14,11,12,12,14,10,13,9,13,0,0,0,0,0,0,0,0,0.15991175,0.9676928,5.4854302,1,0.9676928,0.15991175,5.4854302,37,59713643048,50,0.0010426044464111328,0.0010426044464111328,0.0060007572174072266
45,30,3.0,5,3,1.633213752933911,12,13,12,14,11,12,12,14,10,13,9,10,9,13,0,0,0,0,0,0,0.22452244,0.7903067,6.162619,1,0.7903067,0.22452244,6.162619,12,59713643048,50,0.0009989738464355469,0.0009989738464355469,0.0010004043579101562
46,121,12.1,5,3,1.633213752933911,9,10,9,11,11,13,9,12,10,11,0,0,0,0,0,0,0,0,0,0,0.13272417,0.7156229,6.781709,1,0.7156229,0.13272417,6.781709,38,59713643048,50,0.0009925365447998047,0.0009925365447998047,0.013002872467041016
47,89,8.9,5,3,1.633213752933911,9,11,9,11,10,13,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0.09920304,0.8936786,5.1566854,1,0.8936786,0.09920304,5.1566854,39,59713643048,50,0.0,0.0,0.0054340362548828125
48,91,9.1,5,4,1.633213752933911,9,11,9,11,10,13,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0.09044688,0.87738127,4.828372,1,0.87738127,0.09044688,4.828372,40,59713643048,50,0.00099945068359375,0.00099945068359375,0.011996269226074219
49,121,12.1,5,4,1.633213752933911,9,10,9,11,10,12,9,12,10,11,0,0,0,0,0,0,0,0,0,0,0.13474947,0.7142679,6.6974506,1,0.7142679,0.13474947,6.6974506,41,59713643048,50,0.0,0.0,0.004998683929443359
50,88,8.8,5,4,1.633213752933911,9,11,9,11,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054042332,0.76340574,3.4319935,1,0.76340574,0.054042332,3.4319935,42,59713643048,50,0.0009953975677490234,0.0009953975677490234,0.01400136947631836
