,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,sequential_execution_time,execution_time
0,65,6.5,5,0,12,14,12,14,9,11,12,14,9,10,11,13,9,11,12,14,0,0,0,0,8.8,12.2,0.9563541666666666,0.244,1,12.2,0.9563541666666666,0.244,8.8,0,59713643048,50,118.65899395942688,118.65899395942688,0.0007464885711669922
1,106,10.6,5,0,9,13,10,13,10,14,11,12,10,12,9,11,10,14,11,13,9,10,0,0,17.0,21.0,0.9682664609053497,0.42,1,21.0,0.9682664609053497,0.42,17.0,1,59713643048,50,121.04369044303894,121.04369044303894,0.00037407875061035156
2,24,2.4,5,0,10,14,9,13,11,14,11,13,9,12,9,10,9,13,12,14,12,14,0,0,10.0,13.0,0.9040174897119341,0.26,1,13.0,0.9040174897119341,0.26,10.0,2,59713643048,50,239.75350904464722,239.75350904464722,0.00036144256591796875
3,158,15.8,5,0,10,14,12,14,12,14,10,13,12,13,11,14,12,14,11,13,0,0,0,0,17.8,18.4,0.9517129629629629,0.368,1,18.4,0.9517129629629629,0.368,17.8,3,59713643048,50,99.50391793251038,99.50391793251038,0.00035834312438964844
4,42,4.2,5,0,9,10,9,12,10,13,11,12,11,14,10,13,0,0,0,0,0,0,0,0,7.2,9.2,0.9183950617283951,0.184,1,9.2,0.9183950617283951,0.184,7.2,4,59713643048,50,143.99407529830933,143.99407529830933,0.0003566741943359375
5,164,16.4,5,0,11,14,12,14,11,14,11,13,12,14,10,14,12,13,10,14,10,14,10,13,26.2,28.0,0.9744421296296295,0.56,1,28.0,0.9744421296296295,0.56,26.2,5,59713643048,50,89.72022724151611,89.72022724151611,0.0003561973571777344
6,23,2.3,5,0,10,12,9,13,10,12,12,14,9,13,11,12,11,14,12,14,9,13,0,0,9.6,12.8,0.9427983539094649,0.256,1,12.8,0.9427983539094649,0.256,9.6,6,59713643048,50,164.21836066246033,164.21836066246033,0.00034880638122558594
7,19,1.9,5,0,9,12,11,14,10,12,9,10,10,14,10,14,9,10,11,14,12,14,0,0,7.4,12.0,0.9544933127572016,0.24,1,12.0,0.9544933127572016,0.24,7.4,7,59713643048,50,176.65695357322693,176.65695357322693,0.0004801750183105469
8,77,7.7,5,0,11,14,9,11,9,12,11,13,10,13,9,10,11,14,12,14,12,14,0,0,14.6,17.8,0.9693055555555554,0.356,1,17.8,0.9693055555555554,0.356,14.6,8,59713643048,50,125.86584949493408,125.86584949493408,0.00035071372985839844
9,25,2.5,5,0,12,14,10,13,9,10,10,13,12,14,11,14,9,12,12,14,10,14,12,14,9.8,14.6,0.9657986111111111,0.292,1,14.6,0.9657986111111111,0.292,9.8,9,59713643048,50,153.94325280189514,153.94325280189514,0.00034880638122558594
