,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,sequential_execution_time,execution_time
0,68,6.8,5,0,10,13,11,14,12,14,12,13,12,14,12,13,9,10,0,0,0,0,0,0,10.4,10.6,0.9607275132275132,0.212,1,10.6,0.9607275132275132,0.212,10.4,0,59713643048,50,113.60883450508118,113.60883450508118,115.76832437515259
1,123,12.3,5,0,12,14,12,14,9,11,9,10,9,11,10,12,9,12,10,14,10,13,0,0,12.6,19.6,0.962255658436214,0.392,1,19.6,0.962255658436214,0.392,12.6,1,59713643048,50,137.40358710289001,137.40358710289001,139.23446369171143
2,25,2.5,5,0,10,11,9,13,10,14,9,10,11,14,9,13,9,11,9,13,0,0,0,0,8.8,12.0,0.9472077546296296,0.24,1,12.0,0.9472077546296296,0.24,8.8,2,59713643048,50,174.54759526252747,174.54759526252747,179.19178533554077
3,84,8.4,5,0,9,10,10,13,10,14,9,10,10,11,9,11,12,14,9,11,12,14,0,0,11.6,15.8,0.9605504115226337,0.316,1,15.8,0.9605504115226337,0.316,11.6,3,59713643048,50,129.2763659954071,129.2763659954071,129.28019046783447
4,177,17.7,5,0,11,12,11,12,9,13,11,14,12,14,12,13,10,12,10,13,11,14,0,0,13.4,20.0,0.9697839506172838,0.4,1,20.0,0.9697839506172838,0.4,13.4,4,59713643048,50,88.58072853088379,88.58072853088379,88.58407211303711
5,170,17.0,5,0,9,10,11,12,11,12,11,14,10,12,12,13,10,11,12,14,0,0,0,0,7.2,11.8,0.9492881944444442,0.236,1,11.8,0.9492881944444442,0.236,7.2,5,59713643048,50,95.53635764122009,95.53635764122009,97.87297368049622
6,76,7.6,5,0,12,14,11,14,9,13,10,12,11,14,10,11,10,12,0,0,0,0,0,0,12.2,14.0,0.9403935185185185,0.28,1,14.0,0.9403935185185185,0.28,12.2,6,59713643048,50,128.79843044281006,128.79843044281006,128.80145502090454
7,48,4.8,5,0,9,12,11,14,10,11,12,14,11,14,12,13,10,12,0,0,0,0,0,0,11.0,10.6,0.9461970899470901,0.212,1,10.6,0.9461970899470901,0.212,11.0,7,59713643048,50,123.79651308059692,123.79651308059692,123.7999336719513
8,158,15.8,5,0,9,10,10,12,11,12,10,11,9,10,10,14,9,13,12,14,11,13,9,11,14.0,20.0,0.9675138888888888,0.4,1,20.0,0.9675138888888888,0.4,14.0,8,59713643048,50,109.29824161529541,109.29824161529541,111.11611580848694
9,62,6.2,5,0,9,10,12,13,9,12,10,13,10,14,9,11,12,13,9,12,12,14,9,12,14.2,18.8,0.9710416666666666,0.376,1,18.8,0.9710416666666666,0.376,14.2,9,59713643048,50,129.50603032112122,129.50603032112122,129.50952792167664
