,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,sequential_execution_time,execution_time
0,93,9.3,5,0,10,13,11,14,10,12,9,11,12,14,11,14,10,12,12,14,0,0,0,0,14.0,16.8,0.9724363425925925,0.336,1,16.8,0.9724363425925925,0.336,14.0,0,59713643048,50,239.63873314857483,239.63873314857483,242.3031096458435
1,162,16.2,5,0,9,10,10,11,10,13,12,14,9,13,11,14,10,13,0,0,0,0,0,0,15.2,16.8,0.960565476190476,0.336,1,16.8,0.960565476190476,0.336,15.2,1,59713643048,50,226.53119230270386,226.53119230270386,230.10363960266113
2,27,2.7,5,0,11,14,10,13,11,13,9,11,9,12,9,13,12,14,9,11,11,14,0,0,8.8,14.8,0.96377829218107,0.296,1,14.8,0.96377829218107,0.296,8.8,2,59713643048,50,326.0022323131561,326.0022323131561,326.00955390930176
3,121,12.1,5,0,10,14,10,14,11,14,12,14,11,14,12,14,9,11,12,14,12,14,0,0,17.2,22.6,0.96755658436214,0.452,1,22.6,0.96755658436214,0.452,17.2,3,59713643048,50,247.06304001808167,247.06304001808167,251.7585756778717
4,198,19.8,5,0,10,11,11,12,12,14,10,12,10,14,9,10,9,13,9,12,12,14,0,0,15.8,20.2,0.9602083333333332,0.404,1,20.2,0.9602083333333332,0.404,15.8,4,59713643048,50,254.54595851898193,254.54595851898193,254.55357575416565
5,105,10.5,5,0,11,14,10,11,12,14,12,13,10,11,11,13,11,13,0,0,0,0,0,0,8.4,10.8,0.9355489417989418,0.216,1,10.8,0.9355489417989418,0.216,8.4,5,59713643048,50,245.19096732139587,245.19096732139587,245.19857907295227
6,116,11.6,5,0,12,14,11,13,11,14,11,14,11,14,11,14,9,11,0,0,0,0,0,0,11.6,16.8,0.9653703703703703,0.336,1,16.8,0.9653703703703703,0.336,11.6,6,59713643048,50,238.19675159454346,238.19675159454346,238.20594024658203
7,179,17.9,5,0,11,14,11,13,12,14,10,11,9,10,12,13,9,13,10,11,0,0,0,0,14.2,15.0,0.9689756944444443,0.3,1,15.0,0.9689756944444443,0.3,14.2,7,59713643048,50,208.6113886833191,208.6113886833191,208.62010717391968
8,162,16.2,5,0,12,14,9,13,12,14,10,12,11,14,10,11,0,0,0,0,0,0,0,0,11.4,13.8,0.9645138888888886,0.276,1,13.8,0.9645138888888886,0.276,11.4,8,59713643048,50,196.49401783943176,196.49401783943176,196.5027358531952
9,67,6.7,5,0,12,14,10,12,11,14,9,13,10,12,11,13,9,13,10,12,0,0,0,0,16.2,17.0,0.9677083333333333,0.34,1,17.0,0.9677083333333333,0.34,16.2,9,59713643048,50,275.5483446121216,275.5483446121216,275.5572757720947
