,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,sequential_execution_time,execution_time
0,81,8.1,5,0,12,14,10,12,12,14,12,13,12,14,12,14,10,13,12,14,9,10,0,0,10.8,14.8,0.9585185185185183,0.296,1,14.8,0.9585185185185183,0.296,10.8,0,59713643048,50,113.37841820716858,113.37841820716858,115.02202653884888
1,44,4.4,5,0,11,13,10,12,12,14,9,13,9,10,11,12,12,14,9,13,9,10,10,11,11.2,14.6,0.9629513888888888,0.292,1,14.6,0.9629513888888888,0.292,11.2,1,59713643048,50,131.8999137878418,131.8999137878418,133.59024286270142
2,111,11.1,5,0,11,13,11,13,12,14,9,13,10,14,9,12,10,12,10,14,0,0,0,0,16.8,21.0,0.9659230324074074,0.42,1,21.0,0.9659230324074074,0.42,16.8,2,59713643048,50,109.10406756401062,109.10406756401062,111.05790066719055
3,64,6.4,5,0,10,14,12,13,11,12,12,14,9,11,11,14,12,13,9,11,0,0,0,0,9.2,12.8,0.953857060185185,0.256,1,12.8,0.953857060185185,0.256,9.2,3,59713643048,50,107.52228903770447,107.52228903770447,107.52562117576599
4,18,1.8,5,0,10,13,9,13,9,11,9,12,10,12,12,13,11,14,10,14,12,14,0,0,8.2,11.6,0.941031378600823,0.232,1,11.6,0.941031378600823,0.232,8.2,4,59713643048,50,187.01402187347412,187.01402187347412,187.0172107219696
5,60,6.0,5,0,12,14,12,13,9,13,11,12,10,14,9,11,11,12,9,12,0,0,0,0,11.4,14.4,0.9444618055555554,0.288,1,14.4,0.9444618055555554,0.288,11.4,5,59713643048,50,122.2105004787445,122.2105004787445,122.2129533290863
6,133,13.3,5,0,12,14,10,11,10,12,12,14,12,14,11,14,9,11,11,14,0,0,0,0,14.6,16.2,0.9664409722222221,0.324,1,16.2,0.9664409722222221,0.324,14.6,6,59713643048,50,98.91788625717163,98.91788625717163,98.92881464958191
7,88,8.8,5,0,10,14,10,12,12,13,9,11,11,13,9,13,0,0,0,0,0,0,0,0,8.4,13.4,0.9784722222222221,0.268,1,13.4,0.9784722222222221,0.268,8.4,7,59713643048,50,83.98657035827637,83.98657035827637,83.9895851612091
8,47,4.7,5,0,10,13,11,14,10,12,11,14,12,13,12,14,9,13,0,0,0,0,0,0,11.8,12.8,0.948449074074074,0.256,1,12.8,0.948449074074074,0.256,11.8,8,59713643048,50,110.04196119308472,110.04196119308472,111.91888499259949
9,100,10.0,5,0,10,12,12,14,10,12,11,14,9,10,10,12,0,0,0,0,0,0,0,0,8.4,10.8,0.9661342592592592,0.216,1,10.8,0.9661342592592592,0.216,8.4,9,59713643048,50,93.83799743652344,93.83799743652344,96.05040121078491
10,160,16.0,5,0,9,11,11,13,9,13,10,13,9,11,12,14,12,14,0,0,0,0,0,0,16.2,16.8,0.9667394179894179,0.336,1,16.8,0.9667394179894179,0.336,16.2,10,59713643048,50,92.91937375068665,92.91937375068665,92.92330074310303
11,143,14.3,5,0,9,11,11,14,9,13,11,14,9,10,10,11,11,14,11,13,0,0,0,0,16.6,18.6,0.9603067129629629,0.372,1,18.6,0.9603067129629629,0.372,16.6,11,59713643048,50,101.11013913154602,101.11013913154602,101.11427330970764
12,133,13.3,5,1,12,14,10,11,10,12,9,10,12,14,10,14,9,11,12,13,10,14,0,0,14.2,18.2,0.9611342592592591,0.364,1,18.2,0.9611342592592591,0.364,14.2,12,59713643048,50,110.62097716331482,110.62097716331482,112.25772666931152
13,44,4.4,5,1,11,13,10,12,12,14,12,14,11,13,12,14,9,12,10,11,0,0,0,0,8.0,11.8,0.9799421296296296,0.236,1,11.8,0.9799421296296296,0.236,8.0,13,59713643048,50,95.46047520637512,95.46047520637512,95.47197270393372
14,167,16.7,5,1,9,11,11,14,9,13,11,14,9,10,10,11,10,14,11,13,0,0,0,0,14.4,19.8,0.9588570601851851,0.396,1,19.8,0.9588570601851851,0.396,14.4,14,59713643048,50,98.8442485332489,98.8442485332489,98.84786915779114
15,60,6.0,5,1,12,14,12,13,9,13,11,12,10,14,9,11,11,12,9,12,0,0,0,0,11.4,14.4,0.9444618055555554,0.288,1,14.4,0.9444618055555554,0.288,11.4,5,59713643048,50,122.2105004787445,122.2105004787445,0.0010690689086914062
16,133,13.3,5,1,11,12,11,12,9,11,12,14,12,14,11,14,9,11,10,14,0,0,0,0,11.4,16.2,0.9723061342592592,0.324,1,16.2,0.9723061342592592,0.324,11.4,15,59713643048,50,97.77661681175232,97.77661681175232,97.77970933914185
17,145,14.5,5,1,11,14,9,10,12,14,9,13,9,13,9,11,10,12,10,14,0,0,0,0,20.2,21.0,0.958767361111111,0.42,1,21.0,0.958767361111111,0.42,20.2,16,59713643048,50,123.85669159889221,123.85669159889221,126.04624819755554
18,88,8.8,5,1,10,12,11,13,10,12,9,10,11,14,9,12,10,12,9,13,0,0,0,0,11.6,16.4,0.9578327546296295,0.328,1,16.4,0.9578327546296295,0.328,11.6,17,59713643048,50,125.19334483146667,125.19334483146667,125.19703769683838
19,110,11.0,5,1,10,14,11,13,12,14,9,10,9,11,10,14,0,0,0,0,0,0,0,0,12.0,13.4,0.929074074074074,0.268,1,13.4,0.929074074074074,0.268,12.0,18,59713643048,50,124.63217043876648,124.63217043876648,124.63580250740051
20,63,6.3,5,1,10,14,11,13,11,12,12,13,9,11,10,13,12,13,9,11,0,0,0,0,10.6,12.4,0.9285966435185184,0.248,1,12.4,0.9285966435185184,0.248,10.6,19,59713643048,50,131.8070011138916,131.8070011138916,131.8099901676178
21,81,8.1,5,1,12,14,12,13,12,13,11,14,12,14,10,13,12,14,9,10,0,0,0,0,9.2,12.6,0.9414409722222221,0.252,1,12.6,0.9414409722222221,0.252,9.2,20,59713643048,50,124.34273386001587,124.34273386001587,124.34685921669006
22,64,6.4,5,1,10,12,12,13,11,13,9,11,11,14,11,12,12,14,9,11,0,0,0,0,9.4,12.0,0.9432291666666666,0.24,1,12.0,0.9432291666666666,0.24,9.4,21,59713643048,50,122.51031041145325,122.51031041145325,122.51413869857788
23,46,4.6,5,1,10,14,11,14,10,12,12,14,9,12,0,0,0,0,0,0,0,0,0,0,8.6,9.8,0.9663564814814816,0.196,1,9.8,0.9663564814814816,0.196,8.6,22,59713643048,50,91.29726648330688,91.29726648330688,91.30016469955444
24,46,4.6,5,2,10,14,11,14,11,12,12,14,10,12,9,12,0,0,0,0,0,0,0,0,7.4,10.4,0.9527199074074072,0.208,1,10.4,0.9527199074074072,0.208,7.4,23,59713643048,50,111.28882265090942,111.28882265090942,111.29235315322876
25,63,6.3,5,2,10,13,11,13,11,12,12,14,10,12,0,0,0,0,0,0,0,0,0,0,6.2,8.0,0.9606666666666666,0.16,1,8.0,0.9606666666666666,0.16,6.2,24,59713643048,50,78.10608339309692,78.10608339309692,78.10955429077148
26,44,4.4,5,2,10,14,11,13,11,12,12,13,9,11,10,13,12,13,0,0,0,0,0,0,7.2,10.0,0.9662962962962961,0.2,1,10.0,0.9662962962962961,0.2,7.2,25,59713643048,50,99.39091897010803,99.39091897010803,99.39438438415527
27,64,6.4,5,2,10,14,11,14,10,11,12,14,9,11,9,12,0,0,0,0,0,0,0,0,8.6,11.8,0.9604012345679012,0.236,1,11.8,0.9604012345679012,0.236,8.6,26,59713643048,50,97.65288305282593,97.65288305282593,99.48966598510742
28,100,10.0,5,2,10,12,12,14,10,12,11,14,9,10,10,12,0,0,0,0,0,0,0,0,8.4,10.8,0.9661342592592592,0.216,1,10.8,0.9661342592592592,0.216,8.4,9,59713643048,50,93.83799743652344,93.83799743652344,0.0008435249328613281
29,64,6.4,5,2,10,14,12,13,11,12,12,14,9,11,11,14,12,13,9,11,0,0,0,0,9.2,12.8,0.953857060185185,0.256,1,12.8,0.953857060185185,0.256,9.2,3,59713643048,50,107.52228903770447,107.52228903770447,0.000682830810546875
30,43,4.3,5,2,10,12,11,14,10,12,12,13,9,12,9,13,0,0,0,0,0,0,0,0,8.8,10.4,0.9758140432098766,0.208,1,10.4,0.9758140432098766,0.208,8.8,27,59713643048,50,89.02597427368164,89.02597427368164,89.03765368461609
31,47,4.7,5,2,11,13,10,12,12,14,12,14,11,13,11,14,12,14,12,14,9,10,0,0,8.6,13.4,0.9612860082304526,0.268,1,13.4,0.9612860082304526,0.268,8.6,28,59713643048,50,123.47172832489014,123.47172832489014,123.47526216506958
32,45,4.5,5,2,10,12,9,12,11,14,9,10,0,0,0,0,0,0,0,0,0,0,0,0,4.4,6.0,0.9328935185185183,0.12,1,6.0,0.9328935185185183,0.12,4.4,29,59713643048,50,107.80146932601929,107.80146932601929,107.8051483631134
33,100,10.0,5,2,10,14,11,14,12,13,10,11,12,14,9,12,0,0,0,0,0,0,0,0,11.6,12.4,0.9436381172839506,0.248,1,12.4,0.9436381172839506,0.248,11.6,30,59713643048,50,100.08800506591797,100.08800506591797,100.0918653011322
34,44,4.4,5,2,11,12,10,12,10,14,11,14,11,13,9,13,9,12,10,11,0,0,0,0,12.0,13.8,0.9493547453703702,0.276,1,13.8,0.9493547453703702,0.276,12.0,31,59713643048,50,134.5837116241455,134.5837116241455,134.58733868598938
35,110,11.0,5,2,11,12,11,13,12,14,12,14,10,13,0,0,0,0,0,0,0,0,0,0,9.0,9.2,0.9723055555555554,0.184,1,9.2,0.9723055555555554,0.184,9.0,32,59713643048,50,70.19692325592041,70.19692325592041,72.60994076728821
36,62,6.2,5,3,10,12,11,13,11,12,12,14,9,10,10,12,0,0,0,0,0,0,0,0,7.0,7.8,0.938310185185185,0.156,1,7.8,0.938310185185185,0.156,7.0,33,59713643048,50,106.02537798881531,106.02537798881531,106.02961921691895
37,46,4.6,5,3,10,14,11,13,12,14,10,11,9,12,0,0,0,0,0,0,0,0,0,0,6.8,8.4,0.9405879629629628,0.168,1,8.4,0.9405879629629628,0.168,6.8,34,59713643048,50,101.61729097366333,101.61729097366333,101.62091183662415
38,63,6.3,5,3,10,13,11,13,11,12,12,13,10,12,0,0,0,0,0,0,0,0,0,0,5.0,7.2,0.9593888888888887,0.144,1,7.2,0.9593888888888887,0.144,5.0,35,59713643048,50,72.05784344673157,72.05784344673157,73.94281721115112
39,44,4.4,5,3,10,14,11,13,11,12,12,13,9,11,10,13,0,0,0,0,0,0,0,0,8.2,9.4,0.9699305555555556,0.188,1,9.4,0.9699305555555556,0.188,8.2,36,59713643048,50,93.68969750404358,93.68969750404358,93.69340777397156
40,62,6.2,5,3,10,14,11,12,11,12,12,13,12,13,9,12,9,11,0,0,0,0,0,0,7.6,10.4,0.9473346560846557,0.208,1,10.4,0.9473346560846557,0.208,7.6,37,59713643048,50,101.383624792099,101.383624792099,101.38770794868469
41,110,11.0,5,3,9,13,10,12,9,12,10,11,10,12,12,13,10,13,0,0,0,0,0,0,10.4,14.6,0.9460813492063492,0.292,1,14.6,0.9460813492063492,0.292,10.4,38,59713643048,50,114.20216488838196,114.20216488838196,114.20601415634155
42,44,4.4,5,3,10,14,11,13,11,12,12,13,9,11,10,13,12,13,0,0,0,0,0,0,7.2,10.0,0.9662962962962961,0.2,1,10.0,0.9662962962962961,0.2,7.2,25,59713643048,50,99.39091897010803,99.39091897010803,0.000888824462890625
43,63,6.3,5,3,10,13,11,13,11,12,12,14,10,12,0,0,0,0,0,0,0,0,0,0,6.2,8.0,0.9606666666666666,0.16,1,8.0,0.9606666666666666,0.16,6.2,24,59713643048,50,78.10608339309692,78.10608339309692,0.0006794929504394531
44,63,6.3,5,3,10,13,11,13,9,10,12,14,10,12,13,14,10,14,0,0,0,0,0,0,10.6,11.6,0.9504794973544973,0.232,1,11.6,0.9504794973544973,0.232,10.6,39,59713643048,50,127.38056802749634,127.38056802749634,129.14346265792847
45,18,1.8,5,3,10,13,11,14,9,11,9,12,10,12,12,13,12,13,0,0,0,0,0,0,5.2,7.4,0.9653042328042327,0.148,1,7.4,0.9653042328042327,0.148,5.2,40,59713643048,50,116.30941915512085,116.30941915512085,116.32227349281311
46,62,6.2,5,3,10,13,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,4.2,0.9898842592592592,0.084,1,4.2,0.9898842592592592,0.084,2.4,41,59713643048,50,32.191977739334106,32.191977739334106,32.195876359939575
47,64,6.4,5,3,10,11,10,12,11,12,11,13,9,11,11,14,11,13,12,14,9,11,0,0,11.2,14.0,0.9684516460905349,0.28,1,14.0,0.9684516460905349,0.28,11.2,42,59713643048,50,103.83087992668152,103.83087992668152,106.29626989364624
48,110,11.0,5,4,10,14,11,13,12,14,9,10,9,11,10,14,0,0,0,0,0,0,0,0,12.0,13.4,0.929074074074074,0.268,1,13.4,0.929074074074074,0.268,12.0,18,59713643048,50,124.63217043876648,124.63217043876648,0.0009045600891113281
49,110,11.0,5,4,10,14,11,13,12,14,9,10,9,11,10,14,0,0,0,0,0,0,0,0,12.0,13.4,0.929074074074074,0.268,1,13.4,0.929074074074074,0.268,12.0,18,59713643048,50,124.63217043876648,124.63217043876648,0.0006914138793945312
50,45,4.5,5,4,9,13,11,13,10,11,9,10,0,0,0,0,0,0,0,0,0,0,0,0,4.8,5.8,0.9562847222222219,0.116,1,5.8,0.9562847222222219,0.116,4.8,43,59713643048,50,78.64952683448792,78.64952683448792,78.65316724777222
51,45,4.5,5,4,12,14,10,12,9,12,11,14,9,11,0,0,0,0,0,0,0,0,0,0,9.4,8.4,0.9623703703703704,0.168,1,8.4,0.9623703703703704,0.168,9.4,44,59713643048,50,96.13769149780273,96.13769149780273,96.14202046394348
52,62,6.2,5,4,10,13,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.2,0.9864351851851851,0.084,1,4.2,0.9864351851851851,0.084,2.0,45,59713643048,50,32.207831382751465,32.207831382751465,32.21168303489685
53,110,11.0,5,4,9,13,11,13,12,14,9,11,10,14,0,0,0,0,0,0,0,0,0,0,11.8,13.0,0.9652638888888887,0.26,1,13.0,0.9652638888888887,0.26,11.8,46,59713643048,50,82.40934538841248,82.40934538841248,82.41236472129822
54,62,6.2,5,4,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,2.4,0.9853703703703703,0.048,1,2.4,0.9853703703703703,0.048,1.8,47,59713643048,50,26.405970096588135,26.405970096588135,28.28664231300354
55,63,6.3,5,4,10,13,12,14,12,14,10,12,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.2,0.9622222222222221,0.144,1,7.2,0.9622222222222221,0.144,7.0,48,59713643048,50,71.185617685318,71.185617685318,71.18946957588196
56,46,4.6,5,4,10,14,11,13,11,13,10,12,9,10,9,11,0,0,0,0,0,0,0,0,5.2,9.4,0.9793634259259258,0.188,1,9.4,0.9793634259259258,0.188,5.2,49,59713643048,50,85.42764258384705,85.42764258384705,85.43951797485352
57,63,6.3,5,4,10,14,11,13,11,12,12,13,11,14,9,11,0,0,0,0,0,0,0,0,7.2,10.2,0.9552507716049382,0.204,1,10.2,0.9552507716049382,0.204,7.2,50,59713643048,50,96.0053391456604,96.0053391456604,96.00913619995117
58,62,6.2,5,4,10,13,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,4.2,0.9898842592592592,0.084,1,4.2,0.9898842592592592,0.084,2.4,41,59713643048,50,32.191977739334106,32.191977739334106,0.0009434223175048828
