12 1 9 1 9 1 9 0 11 0 11 1 9 0 9 0 10 0 9 0 15 
12 1 9 1 9 1 9 0 11 0 11 1 9 0 9 0 10 0 9 0 15 
12 1 9 1 9 1 9 0 11 0 11 1 9 0 9 0 10 0 9 0 15 
12 1 9 1 9 1 9 0 11 0 11 1 9 0 9 0 10 0 9 0 15 
12 1 9 1 9 1 9 0 11 0 11 1 9 0 9 0 10 0 9 0 15 
12 1 9 1 9 1 9 0 11 0 11 1 9 0 9 0 10 0 9 0 15 
12 1 9 1 9 1 9 0 11 0 11 1 9 0 9 0 10 0 9 0 15 
12 1 9 1 9 1 9 0 11 0 11 1 9 0 9 0 10 0 9 0 15 
12 1 9 1 9 1 9 0 11 0 11 1 9 0 9 0 10 0 9 0 15 
12 1 9 1 9 1 9 0 11 0 11 1 9 0 9 0 10 0 9 0 15 
12 1 9 1 9 1 9 0 11 0 11 1 9 0 9 0 10 0 9 0 15 
12 1 9 1 9 1 9 0 11 0 11 1 9 0 9 0 10 0 9 0 15 
