,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,sequential_execution_time,execution_time
0,38,3.8,5,0,12,14,10,12,9,12,9,11,11,14,12,13,11,13,10,11,12,13,0,0,8.8,11.2,0.9559156378600824,0.224,1,11.2,0.9559156378600824,0.224,8.8,0.0,59713643048.0,50.0,295.2014784812927,295.2014784812927,297.78870820999146
1,76,7.6,5,0,9,10,10,12,9,10,9,12,10,11,9,13,11,14,10,12,12,14,9,12,13.2,18.8,0.9540324074074074,0.376,1,18.8,0.9540324074074074,0.376,13.2,1.0,59713643048.0,50.0,324.1026463508606,324.1026463508606,327.78178882598877
2,104,10.4,5,0,12,13,12,14,9,10,11,13,9,11,12,13,9,10,10,13,0,0,0,0,10.0,11.8,0.9700694444444442,0.236,1,11.8,0.9700694444444442,0.236,10.0,2.0,59713643048.0,50.0,227.71660685539246,227.71660685539246,227.81656408309937
3,167,16.7,5,0,12,13,10,14,9,10,12,14,12,14,12,14,9,13,11,14,0,0,0,0,13.4,19.0,0.9719386574074071,0.38,1,19.0,0.9719386574074071,0.38,13.4,3.0,59713643048.0,50.0,211.2938461303711,211.2938461303711,214.81962656974792
4,187,18.7,5,0,9,13,11,14,9,10,10,12,11,14,9,11,9,12,10,13,10,13,0,0,22.0,24.2,0.9668106995884772,0.484,1,24.2,0.9668106995884772,0.484,22.0,4.0,59713643048.0,50.0,255.13724422454834,255.13724422454834,255.14498829841614
5,92,9.2,5,0,10,13,10,14,10,11,9,13,9,12,12,14,10,11,11,14,9,11,0,0,16.4,20.6,0.9684053497942386,0.412,1,20.6,0.9684053497942386,0.412,16.4,5.0,59713643048.0,50.0,254.56955814361572,254.56955814361572,254.57655954360962
6,47,4.7,5,0,12,14,12,13,10,11,12,14,10,12,11,14,0,0,0,0,0,0,0,0,4.8,8.0,0.9606249999999997,0.16,1,8.0,0.9606249999999997,0.16,4.8,6.0,59713643048.0,50.0,220.7794795036316,220.7794795036316,220.78679156303406
7,40,4.0,5,0,11,12,10,13,12,14,9,13,10,12,10,11,9,12,12,13,0,0,0,0,9.4,11.2,0.9360358796296295,0.224,1,11.2,0.9360358796296295,0.224,9.4,7.0,59713643048.0,50.0,301.6029624938965,301.6029624938965,301.6100947856903
8,189,18.9,5,0,10,13,9,11,9,11,11,14,9,12,10,11,12,14,10,12,12,14,0,0,16.4,20.0,0.9623045267489712,0.4,1,20.0,0.9623045267489712,0.4,16.4,8.0,59713643048.0,50.0,247.45136761665344,247.45136761665344,247.55039715766907
9,150,15.0,5,0,9,11,11,14,12,13,9,13,12,14,10,12,0,0,0,0,0,0,0,0,11.4,13.6,0.9578279320987654,0.272,1,13.6,0.9578279320987654,0.272,11.4,9.0,59713643048.0,50.0,211.8444700241089,211.8444700241089,215.17410707473755
10,52,5.2,5,0,12,14,10,13,9,11,12,14,10,14,9,11,10,11,0,0,0,0,0,0,11.0,11.8,0.9518816137566136,0.236,1,11.8,0.9518816137566136,0.236,11.0,10.0,59713643048.0,50.0,275.82848596572876,275.82848596572876,275.8363194465637
11,88,8.8,5,0,9,12,12,14,11,14,10,12,11,14,11,12,10,14,0,0,0,0,0,0,14.4,15.8,0.953611111111111,0.316,1,15.8,0.953611111111111,0.316,14.4,11.0,59713643048.0,50.0,251.10125041007996,251.10125041007996,251.10897040367126
12,93,9.3,5,1,12,14,12,13,11,14,10,13,10,13,0,0,0,0,0,0,0,0,0,0,7.8,10.6,0.9472314814814814,0.212,1,10.6,0.9472314814814814,0.212,7.8,12.0,59713643048.0,50.0,175.82007360458374,175.82007360458374,175.82879948616028
13,45,4.5,5,1,10,13,9,13,10,11,9,13,12,14,10,13,11,13,9,11,0,0,0,0,14.2,15.4,0.9782609953703703,0.308,1,15.4,0.9782609953703703,0.308,14.2,13.0,59713643048.0,50.0,254.05576872825623,254.05576872825623,254.06339716911316
14,40,4.0,5,1,11,12,10,13,12,14,9,13,10,12,10,11,9,12,12,13,0,0,0,0,9.4,11.2,0.9360358796296295,0.224,1,11.2,0.9360358796296295,0.224,9.4,7.0,59713643048.0,50.0,301.6029624938965,301.6029624938965,0.0023500919342041016
15,52,5.2,5,1,12,14,10,13,9,11,12,14,10,14,9,11,10,11,0,0,0,0,0,0,11.0,11.8,0.9518816137566136,0.236,1,11.8,0.9518816137566136,0.236,11.0,10.0,59713643048.0,50.0,275.82848596572876,275.82848596572876,0.0020639896392822266
16,51,5.1,5,1,12,13,10,11,9,10,12,14,11,14,12,14,12,14,9,13,11,14,0,0,12.8,14.2,0.9712962962962961,0.284,1,14.2,0.9712962962962961,0.284,12.8,14.0,59713643048.0,50.0,278.0960783958435,278.0960783958435,278.1034243106842
17,167,16.7,5,1,12,14,10,13,9,13,12,14,9,11,10,11,0,0,0,0,0,0,0,0,10.4,13.8,0.9603780864197531,0.276,1,13.8,0.9603780864197531,0.276,10.4,15.0,59713643048.0,50.0,197.92665839195251,197.92665839195251,197.93423652648926
18,195,19.5,5,1,10,13,10,13,10,11,10,13,9,13,10,11,11,14,9,11,0,0,0,0,16.6,20.0,0.9594791666666667,0.4,1,20.0,0.9594791666666667,0.4,16.6,16.0,59713643048.0,50.0,242.58613848686218,242.58613848686218,242.59472107887268
19,85,8.5,5,1,10,13,9,11,9,11,10,14,9,12,11,14,10,11,12,14,10,12,10,14,18.6,22.8,0.9561782407407406,0.456,1,22.8,0.9561782407407406,0.456,18.6,17.0,59713643048.0,50.0,335.0010814666748,335.0010814666748,335.00862860679626
20,150,15.0,5,1,9,12,11,12,12,14,12,14,9,10,10,12,0,0,0,0,0,0,0,0,8.6,10.6,0.9579861111111111,0.212,1,10.6,0.9579861111111111,0.212,8.6,18.0,59713643048.0,50.0,215.25051975250244,215.25051975250244,215.35566425323486
21,104,10.4,5,1,9,10,12,14,9,10,11,14,12,14,10,11,0,0,0,0,0,0,0,0,7.6,9.0,0.9442515432098765,0.18,1,9.0,0.9442515432098765,0.18,7.6,19.0,59713643048.0,50.0,227.5788209438324,227.5788209438324,231.03023171424866
22,88,8.8,5,1,9,10,9,10,9,11,11,14,12,14,11,14,10,11,0,0,0,0,0,0,7.0,11.2,0.923551587301587,0.224,1,11.2,0.923551587301587,0.224,7.0,20.0,59713643048.0,50.0,297.63858819007874,297.63858819007874,297.6468405723572
23,37,3.7,5,1,12,14,10,12,9,12,11,13,11,14,9,10,11,13,10,11,12,14,0,0,9.0,11.8,0.9645730452674895,0.236,1,11.8,0.9645730452674895,0.236,9.0,21.0,59713643048.0,50.0,312.947523355484,312.947523355484,312.9550070762634
24,88,8.8,5,2,10,11,9,12,12,14,11,14,10,12,10,13,9,10,11,12,0,0,0,0,11.0,13.4,0.9321759259259259,0.268,1,13.4,0.9321759259259259,0.268,11.0,22.0,59713643048.0,50.0,331.2029838562012,331.2029838562012,331.32687520980835
25,43,4.3,5,2,9,10,9,10,9,11,9,12,12,14,11,12,10,12,0,0,0,0,0,0,5.8,8.2,0.9214682539682537,0.164,1,8.2,0.9214682539682537,0.164,5.8,23.0,59713643048.0,50.0,313.11519742012024,313.11519742012024,313.1976227760315
26,47,4.7,5,2,12,14,12,13,10,11,12,14,10,12,11,14,0,0,0,0,0,0,0,0,4.8,8.0,0.9606249999999997,0.16,1,8.0,0.9606249999999997,0.16,4.8,6.0,59713643048.0,50.0,220.7794795036316,220.7794795036316,0.0017943382263183594
27,104,10.4,5,2,9,10,12,14,9,10,11,14,12,14,10,11,0,0,0,0,0,0,0,0,7.6,9.0,0.9442515432098765,0.18,1,9.0,0.9442515432098765,0.18,7.6,19.0,59713643048.0,50.0,227.5788209438324,227.5788209438324,0.0012400150299072266
28,88,8.8,5,2,11,13,11,12,9,10,11,14,12,14,12,14,9,10,0,0,0,0,0,0,10.4,10.4,0.9443915343915342,0.208,1,10.4,0.9443915343915342,0.208,10.4,24.0,59713643048.0,50.0,246.69892191886902,246.69892191886902,250.14144110679626
29,149,14.9,5,2,9,10,11,12,12,14,10,13,9,10,10,12,0,0,0,0,0,0,0,0,7.6,9.6,0.9446296296296296,0.192,1,9.6,0.9446296296296296,0.192,7.6,25.0,59713643048.0,50.0,213.0027403831482,213.0027403831482,213.01044511795044
30,52,5.2,5,2,12,14,9,12,11,13,10,14,11,13,0,0,0,0,0,0,0,0,0,0,8.6,9.8,0.9681712962962962,0.196,1,9.8,0.9681712962962962,0.196,8.6,26.0,59713643048.0,50.0,180.20787453651428,180.20787453651428,180.2169394493103
31,150,15.0,5,2,10,13,9,10,12,14,9,13,11,14,9,10,10,12,0,0,0,0,0,0,11.8,15.8,0.975406746031746,0.316,1,15.8,0.975406746031746,0.316,11.8,27.0,59713643048.0,50.0,199.12798380851746,199.12798380851746,199.13596630096436
32,52,5.2,5,2,12,14,10,13,9,11,12,14,10,14,9,11,10,11,0,0,0,0,0,0,11.0,11.8,0.9518816137566136,0.236,1,11.8,0.9518816137566136,0.236,11.0,10.0,59713643048.0,50.0,275.82848596572876,275.82848596572876,0.0014622211456298828
33,47,4.7,5,2,12,14,12,13,10,11,12,14,10,12,11,14,0,0,0,0,0,0,0,0,4.8,8.0,0.9606249999999997,0.16,1,8.0,0.9606249999999997,0.16,4.8,6.0,59713643048.0,50.0,220.7794795036316,220.7794795036316,0.0017070770263671875
34,52,5.2,5,2,12,13,10,13,12,14,10,14,9,11,10,11,0,0,0,0,0,0,0,0,7.6,9.6,0.9655092592592592,0.192,1,9.6,0.9655092592592592,0.192,7.6,28.0,59713643048.0,50.0,235.71276235580444,235.71276235580444,235.72255206108093
35,40,4.0,5,2,10,13,10,13,11,12,12,14,9,13,10,12,10,11,9,11,12,13,0,0,9.4,13.0,0.9428060699588475,0.26,1,13.0,0.9428060699588475,0.26,9.4,29.0,59713643048.0,50.0,332.5818705558777,332.5818705558777,332.59032702445984
36,88,8.8,5,3,9,10,11,14,12,14,11,12,0,0,0,0,0,0,0,0,0,0,0,0,5.0,6.0,0.9366898148148147,0.12,1,6.0,0.9366898148148147,0.12,5.0,30.0,59713643048.0,50.0,191.8687949180603,191.8687949180603,195.23361110687256
37,47,4.7,5,3,12,14,11,13,10,12,9,12,10,13,9,12,0,0,0,0,0,0,0,0,9.6,11.0,0.9765277777777777,0.22,1,11.0,0.9765277777777777,0.22,9.6,31.0,59713643048.0,50.0,208.09230375289917,208.09230375289917,208.10042786598206
38,46,4.6,5,3,12,14,11,12,11,14,10,11,11,14,10,12,11,14,10,11,0,0,0,0,8.2,11.4,0.9639583333333333,0.228,1,11.4,0.9639583333333333,0.228,8.2,32.0,59713643048.0,50.0,256.81341075897217,256.81341075897217,256.82238817214966
39,88,8.8,5,3,10,11,9,11,11,13,10,12,10,12,9,10,0,0,0,0,0,0,0,0,5.6,9.0,0.9653009259259259,0.18,1,9.0,0.9653009259259259,0.18,5.6,33.0,59713643048.0,50.0,204.44380736351013,204.44380736351013,204.4530475139618
40,47,4.7,5,3,12,14,9,10,9,11,11,13,10,11,9,12,10,12,10,13,0,0,0,0,6.8,11.4,0.943611111111111,0.228,1,11.4,0.943611111111111,0.228,6.8,34.0,59713643048.0,50.0,324.8587625026703,324.8587625026703,324.8675627708435
41,88,8.8,5,3,9,10,12,14,11,14,10,11,0,0,0,0,0,0,0,0,0,0,0,0,3.8,6.0,0.9393171296296295,0.12,1,6.0,0.9393171296296295,0.12,3.8,35.0,59713643048.0,50.0,185.87697839736938,185.87697839736938,185.99233508110046
42,45,4.5,5,3,9,10,10,11,11,14,12,13,10,14,10,11,0,0,0,0,0,0,0,0,8.0,7.6,0.933989197530864,0.152,1,7.6,0.933989197530864,0.152,8.0,36.0,59713643048.0,50.0,287.390869140625,287.390869140625,290.9513144493103
43,89,8.9,5,3,12,14,12,13,9,11,10,11,12,14,10,12,10,13,0,0,0,0,0,0,10.2,11.4,0.9524074074074073,0.228,1,11.4,0.9524074074074073,0.228,10.2,37.0,59713643048.0,50.0,226.90811491012573,226.90811491012573,226.91834020614624
44,104,10.4,5,3,9,10,12,14,9,10,11,14,12,14,10,11,0,0,0,0,0,0,0,0,7.6,9.0,0.9442515432098765,0.18,1,9.0,0.9442515432098765,0.18,7.6,19.0,59713643048.0,50.0,227.5788209438324,227.5788209438324,0.002912282943725586
45,104,10.4,5,3,9,10,12,14,9,10,11,14,12,14,10,11,0,0,0,0,0,0,0,0,7.6,9.0,0.9442515432098765,0.18,1,9.0,0.9442515432098765,0.18,7.6,19.0,59713643048.0,50.0,227.5788209438324,227.5788209438324,0.001867532730102539
46,43,4.3,5,3,11,12,9,10,11,14,12,13,11,12,10,12,0,0,0,0,0,0,0,0,5.4,6.2,0.9250385802469134,0.124,1,6.2,0.9250385802469134,0.124,5.4,38.0,59713643048.0,50.0,274.75000047683716,274.75000047683716,274.7573266029358
47,47,4.7,5,3,9,13,10,11,9,10,12,14,10,12,11,14,0,0,0,0,0,0,0,0,5.8,9.4,0.9648842592592591,0.188,1,9.4,0.9648842592592591,0.188,5.8,39.0,59713643048.0,50.0,238.0731644630432,238.0731644630432,238.08171367645264
48,88,8.8,5,4,11,12,9,10,9,10,9,12,11,12,0,0,0,0,0,0,0,0,0,0,7.6,6.0,0.9051851851851851,0.12,1,6.0,0.9051851851851851,0.12,7.6,40.0,59713643048.0,50.0,232.74599504470825,232.74599504470825,232.75830745697021
49,43,4.3,5,4,9,10,11,14,12,14,11,13,10,13,0,0,0,0,0,0,0,0,0,0,4.8,7.6,0.9519351851851852,0.152,1,7.6,0.9519351851851852,0.152,4.8,41.0,59713643048.0,50.0,258.70641326904297,258.70641326904297,258.7166404724121
50,88,8.8,5,4,9,10,12,13,12,13,10,13,10,13,0,0,0,0,0,0,0,0,0,0,5.8,7.8,0.9100555555555554,0.156,1,7.8,0.9100555555555554,0.156,5.8,42.0,59713643048.0,50.0,233.37717056274414,233.37717056274414,233.38708329200745
51,47,4.7,5,4,12,14,10,11,12,14,10,12,0,0,0,0,0,0,0,0,0,0,0,0,3.6,5.0,0.9838888888888888,0.1,1,5.0,0.9838888888888888,0.1,3.6,43.0,59713643048.0,50.0,139.4983561038971,139.4983561038971,139.50861620903015
52,47,4.7,5,4,9,12,12,13,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.6,0.9605555555555555,0.092,1,4.6,0.9605555555555555,0.092,4.0,44.0,59713643048.0,50.0,140.15253591537476,140.15253591537476,140.1637933254242
53,87,8.7,5,4,12,13,12,13,10,11,12,14,9,11,11,14,0,0,0,0,0,0,0,0,6.4,8.4,0.94375,0.168,1,8.4,0.94375,0.168,6.4,45.0,59713643048.0,50.0,230.17432713508606,230.17432713508606,233.80827736854553
54,47,4.7,5,4,11,12,9,10,11,14,12,13,10,11,9,11,0,0,0,0,0,0,0,0,5.2,6.6,0.9443749999999999,0.132,1,6.6,0.9443749999999999,0.132,5.2,46.0,59713643048.0,50.0,234.93187141418457,234.93187141418457,234.9402973651886
55,42,4.2,5,4,12,14,10,11,11,14,10,12,11,13,0,0,0,0,0,0,0,0,0,0,5.4,6.6,0.9236759259259257,0.132,1,6.6,0.9236759259259257,0.132,5.4,47.0,59713643048.0,50.0,264.3023099899292,264.3023099899292,264.3097913265228
56,43,4.3,5,4,11,12,9,10,11,14,12,13,11,12,10,12,0,0,0,0,0,0,0,0,5.4,6.2,0.9250385802469134,0.124,1,6.2,0.9250385802469134,0.124,5.4,38.0,59713643048.0,50.0,274.75000047683716,274.75000047683716,0.002335071563720703
57,88,8.8,5,4,9,10,12,14,11,14,10,11,0,0,0,0,0,0,0,0,0,0,0,0,3.8,6.0,0.9393171296296295,0.12,1,6.0,0.9393171296296295,0.12,3.8,35.0,59713643048.0,50.0,185.87697839736938,185.87697839736938,0.002063751220703125
58,103,10.3,5,4,11,14,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,3.8,0.9862037037037037,0.076,1,3.8,0.9862037037037037,0.076,3.2,48.0,59713643048.0,50.0,106.64242100715637,106.64242100715637,106.6522855758667
59,41,4.1,5,4,9,10,9,10,11,14,12,13,12,14,11,12,0,0,0,0,0,0,0,0,5.2,6.0,0.9148148148148146,0.12,1,6.0,0.9148148148148146,0.12,5.2,49.0,59713643048.0,50.0,261.06023025512695,261.06023025512695,261.0691599845886
