,robot_speed,robot_speed_kmh,simulation_duration,generation,test_loss,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,delivery_rate,utilization_rate,num_risks,simulations,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,sequential_execution_time,execution_time
0,163,16.3,5,0,0.7697891201291766,12,14,12,14,11,12,9,10,12,14,11,14,9,10,0,0,0,0,0,0,0.17435591,0.86311424,9.152167,1,0.86311424,0.17435591,9.152167,0,59713643048,50,0.0020079612731933594,0.0020079612731933594,0.002017974853515625
1,199,19.9,5,0,0.7697891201291766,12,14,12,14,11,14,11,12,12,13,12,14,9,10,0,0,0,0,0,0,0.20332305,0.8996328,10.0620985,1,0.8996328,0.20332305,10.0620985,1,59713643048,50,0.0009922981262207031,0.0009922981262207031,0.002001523971557617
2,42,4.2,5,0,0.7697891201291766,9,13,9,13,9,10,10,13,12,14,10,14,0,0,0,0,0,0,0,0,0.25325716,0.8311004,6.1079736,1,0.8311004,0.25325716,6.1079736,2,59713643048,50,0.0009081363677978516,0.0009081363677978516,0.003000020980834961
3,151,15.1,5,0,0.7697891201291766,10,14,12,13,10,12,12,14,9,13,11,13,11,13,11,14,10,14,0,0,0.2113853,0.9177735,11.379204,1,0.9177735,0.2113853,11.379204,3,59713643048,50,0.0009999275207519531,0.0009999275207519531,0.001001596450805664
4,128,12.8,5,0,0.7697891201291766,11,12,9,10,10,13,12,13,12,14,11,14,10,11,0,0,0,0,0,0,0.19104443,0.927403,8.213529,1,0.927403,0.19104443,8.213529,4,59713643048,50,0.0009996891021728516,0.0009996891021728516,0.0010001659393310547
5,45,4.5,5,0,0.7697891201291766,11,13,10,13,10,14,10,14,12,14,11,14,0,0,0,0,0,0,0,0,0.29705602,0.9292468,6.0802674,1,0.9292468,0.29705602,6.0802674,5,59713643048,50,0.0010042190551757812,0.0010042190551757812,0.0009999275207519531
6,188,18.8,5,0,0.7697891201291766,12,14,11,14,10,13,9,13,11,14,10,11,12,14,11,12,10,11,0,0,0.18067418,1.0194522,11.637671,1,1.0194522,0.18067418,11.637671,6,59713643048,50,0.0010094642639160156,0.0010094642639160156,0.0030143260955810547
7,93,9.3,5,0,0.7697891201291766,11,14,9,12,10,14,12,14,9,11,9,11,10,12,12,14,0,0,0,0,0.31704193,0.87639093,7.6292906,1,0.87639093,0.31704193,7.6292906,7,59713643048,50,0.001001119613647461,0.001001119613647461,0.004006385803222656
8,160,16.0,5,0,0.7697891201291766,9,11,11,12,11,13,11,12,10,12,11,13,12,14,10,13,12,14,0,0,0.19641136,0.9301976,10.9558525,1,0.9301976,0.19641136,10.9558525,8,59713643048,50,0.0,0.0,0.001997709274291992
9,132,13.2,5,0,0.7697891201291766,10,11,9,12,10,11,10,14,11,13,11,14,0,0,0,0,0,0,0,0,0.23877372,0.8397621,7.986257,1,0.8397621,0.23877372,7.986257,9,59713643048,50,0.0,0.0,0.0029990673065185547
10,170,17.0,5,0,0.7697891201291766,12,13,11,14,10,11,11,14,9,13,9,11,9,13,11,14,0,0,0,0,0.18787353,0.90181553,10.026938,1,0.90181553,0.18787353,10.026938,10,59713643048,50,0.0010066032409667969,0.0010066032409667969,0.0009987354278564453
11,121,12.1,5,0,0.7697891201291766,9,10,12,14,10,11,12,14,10,12,9,13,10,14,10,14,11,14,0,0,0.21647798,0.86384237,10.156712,1,0.86384237,0.21647798,10.156712,11,59713643048,50,0.001007080078125,0.001007080078125,0.0040018558502197266
12,199,19.9,5,1,0.7697891201291766,12,14,11,12,11,14,12,13,12,14,9,10,0,0,0,0,0,0,0,0,0.22030585,0.8884251,9.504078,1,0.8884251,0.22030585,9.504078,12,59713643048,50,0.0,0.0,0.0060002803802490234
13,160,16.0,5,1,0.7697891201291766,9,10,11,12,11,13,11,14,10,12,11,12,11,13,11,14,10,13,12,14,0.22597574,0.85653996,11.807685,1,0.85653996,0.22597574,11.807685,13,59713643048,50,0.0010006427764892578,0.0010006427764892578,0.0030090808868408203
14,128,12.8,5,1,0.7697891201291766,11,12,9,13,10,13,11,13,10,13,0,0,0,0,0,0,0,0,0,0,0.19794579,0.86628115,7.3206406,1,0.86628115,0.19794579,7.3206406,14,59713643048,50,0.0,0.0,0.0019969940185546875
