robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,robot_speed_kmh,num_delivery_rate,utilization_rate,num_risk
10.0,11.0,11.0,14.0,9.0,10.0,9.0,11.0,9.0,12.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,0.26,0.959699074074074,8.6
9.0,12.0,11.0,14.0,10.0,11.0,9.0,11.0,10.0,13.0,12.0,14.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,0.32,0.9635780423280423,12.0
9.0,12.0,10.0,12.0,10.0,13.0,9.0,10.0,10.0,13.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.224,0.9524614197530864,7.8
10.0,13.0,10.0,11.0,11.0,14.0,9.0,11.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.204,0.9450648148148147,8.6
10.0,13.0,10.0,12.0,11.0,14.0,9.0,12.0,10.0,12.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.16,0.9687037037037035,5.8
9.0,10.0,11.0,12.0,11.0,14.0,11.0,12.0,12.0,13.0,10.0,13.0,11.0,12.0,12.0,14.0,0.0,0.0,0.0,0.0,18.8,0.26,0.9548842592592592,12.4
11.0,14.0,9.0,10.0,12.0,14.0,11.0,12.0,9.0,10.0,10.0,11.0,11.0,14.0,10.0,11.0,13.0,14.0,0.0,0.0,17.4,0.28,0.9631430041152262,10.2
12.0,14.0,10.0,11.0,9.0,11.0,10.0,13.0,11.0,13.0,9.0,10.0,9.0,12.0,11.0,12.0,0.0,0.0,0.0,0.0,4.3,0.208,0.9587847222222221,8.2
9.0,11.0,12.0,13.0,11.0,13.0,9.0,11.0,10.0,14.0,11.0,12.0,12.0,14.0,10.0,12.0,10.0,11.0,0.0,0.0,4.6,0.244,0.9488271604938271,7.2
9.0,13.0,9.0,13.0,9.0,10.0,10.0,12.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.228,0.9323194444444443,10.6
12.0,13.0,12.0,14.0,12.0,14.0,9.0,11.0,10.0,11.0,11.0,14.0,11.0,12.0,10.0,12.0,0.0,0.0,0.0,0.0,10.1,0.248,0.9464641203703703,7.4
11.0,14.0,10.0,13.0,9.0,13.0,12.0,13.0,12.0,14.0,12.0,14.0,10.0,12.0,11.0,14.0,10.0,11.0,9.0,11.0,18.6,0.46,0.9519675925925923,15.8
10.0,14.0,9.0,13.0,9.0,10.0,12.0,14.0,9.0,12.0,10.0,14.0,10.0,12.0,11.0,12.0,12.0,13.0,0.0,0.0,2.2,0.236,0.9343878600823045,8.6
10.0,11.0,9.0,10.0,11.0,13.0,9.0,13.0,12.0,14.0,9.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.228,0.9374107142857141,6.8
9.0,13.0,10.0,12.0,10.0,13.0,10.0,14.0,11.0,13.0,11.0,14.0,10.0,13.0,10.0,13.0,0.0,0.0,0.0,0.0,2.4,0.264,0.9698524305555556,12.4
10.0,12.0,11.0,14.0,11.0,14.0,9.0,11.0,9.0,13.0,9.0,10.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.28,0.9660383597883596,10.6
10.0,11.0,11.0,13.0,10.0,14.0,9.0,10.0,10.0,11.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.116,0.940216049382716,4.4
9.0,11.0,10.0,12.0,9.0,12.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.172,0.9814120370370369,8.2
11.0,12.0,9.0,12.0,10.0,13.0,10.0,13.0,9.0,12.0,11.0,14.0,9.0,11.0,11.0,12.0,9.0,12.0,0.0,0.0,2.9,0.272,0.9806327160493827,9.2
9.0,10.0,9.0,12.0,11.0,14.0,9.0,11.0,9.0,11.0,9.0,12.0,9.0,11.0,9.0,13.0,0.0,0.0,0.0,0.0,3.4,0.256,0.9672945601851851,12.4
10.0,14.0,9.0,11.0,10.0,11.0,12.0,14.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.156,0.9463749999999997,6.4
9.0,10.0,10.0,11.0,9.0,10.0,9.0,11.0,11.0,14.0,12.0,13.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.184,0.9169113756613755,8.4
11.0,13.0,9.0,10.0,12.0,14.0,9.0,12.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.12,0.9408148148148147,4.4
9.0,13.0,10.0,12.0,9.0,12.0,12.0,14.0,12.0,13.0,10.0,11.0,11.0,13.0,9.0,13.0,0.0,0.0,0.0,0.0,6.9,0.308,0.9577314814814814,10.8
9.0,10.0,10.0,14.0,10.0,11.0,12.0,13.0,9.0,12.0,12.0,14.0,10.0,11.0,9.0,11.0,0.0,0.0,0.0,0.0,8.4,0.256,0.9397540509259258,11.6
9.0,10.0,12.0,14.0,9.0,11.0,9.0,10.0,11.0,14.0,12.0,14.0,12.0,14.0,12.0,14.0,12.0,14.0,0.0,0.0,4.8,0.256,0.9728703703703702,10.6
10.0,12.0,12.0,14.0,10.0,12.0,11.0,14.0,9.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.216,0.9661342592592592,8.4
11.0,13.0,11.0,13.0,9.0,13.0,10.0,14.0,9.0,11.0,10.0,13.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.356,0.9524801587301587,12.6
9.0,12.0,11.0,12.0,9.0,10.0,10.0,12.0,12.0,14.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.172,0.9665586419753085,5.2
12.0,14.0,12.0,14.0,9.0,13.0,9.0,11.0,11.0,13.0,10.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.204,0.9380753968253968,8.6
10.0,12.0,10.0,13.0,9.0,13.0,9.0,10.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.108,0.937986111111111,3.6
9.0,10.0,12.0,14.0,9.0,10.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.12,0.9690277777777776,3.6
9.0,11.0,11.0,14.0,10.0,13.0,10.0,14.0,10.0,14.0,12.0,14.0,9.0,10.0,10.0,11.0,10.0,14.0,0.0,0.0,2.3,0.26,0.9492541152263373,7.0
11.0,14.0,11.0,14.0,9.0,11.0,12.0,14.0,10.0,14.0,10.0,11.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.18,0.9437499999999999,6.4
10.0,11.0,10.0,13.0,11.0,13.0,9.0,11.0,11.0,14.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.208,0.9507175925925925,7.6
9.0,10.0,12.0,14.0,11.0,12.0,12.0,14.0,9.0,12.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.132,0.9937577160493826,5.2
9.0,10.0,9.0,11.0,9.0,10.0,9.0,13.0,9.0,13.0,12.0,13.0,9.0,13.0,10.0,12.0,9.0,12.0,0.0,0.0,3.4,0.276,0.95108024691358,14.0
10.0,12.0,9.0,10.0,9.0,13.0,9.0,13.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.164,0.9794166666666666,5.6
9.0,10.0,10.0,12.0,10.0,11.0,9.0,11.0,9.0,13.0,11.0,13.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.244,0.9578075396825396,12.0
9.0,10.0,9.0,12.0,9.0,10.0,11.0,14.0,12.0,14.0,11.0,13.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,0.32,0.9682010582010582,12.4
10.0,14.0,12.0,14.0,9.0,13.0,12.0,13.0,9.0,12.0,12.0,13.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.36,0.9552447089947089,15.6
9.0,13.0,12.0,14.0,10.0,13.0,10.0,11.0,12.0,14.0,9.0,11.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.308,0.9535085978835978,11.0
9.0,10.0,9.0,12.0,10.0,12.0,9.0,11.0,9.0,12.0,9.0,10.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,0.9404828042328042,7.4
10.0,13.0,9.0,10.0,9.0,13.0,9.0,13.0,9.0,10.0,9.0,12.0,11.0,13.0,9.0,12.0,0.0,0.0,0.0,0.0,3.3,0.264,0.9416116898148148,9.2
11.0,12.0,12.0,14.0,12.0,14.0,12.0,13.0,9.0,13.0,9.0,12.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.116,0.9395998677248676,3.4
10.0,11.0,10.0,11.0,9.0,12.0,11.0,12.0,10.0,12.0,10.0,12.0,11.0,12.0,9.0,10.0,0.0,0.0,0.0,0.0,13.6,0.224,0.9436458333333333,9.6
10.0,12.0,11.0,14.0,11.0,13.0,9.0,12.0,9.0,10.0,9.0,12.0,10.0,11.0,11.0,13.0,0.0,0.0,0.0,0.0,1.0,0.116,0.9496122685185184,2.6
10.0,12.0,9.0,10.0,10.0,11.0,9.0,10.0,11.0,12.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.14,0.9191203703703703,5.4
10.0,12.0,9.0,12.0,11.0,12.0,9.0,13.0,9.0,10.0,10.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.244,0.9428273809523808,7.8
9.0,12.0,9.0,11.0,10.0,12.0,10.0,11.0,12.0,14.0,9.0,10.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.192,0.9473677248677248,8.0
10.0,11.0,11.0,14.0,10.0,11.0,9.0,10.0,9.0,12.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.26,0.959344135802469,9.0
11.0,14.0,10.0,11.0,10.0,14.0,9.0,12.0,11.0,12.0,12.0,13.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.324,0.9633002645502644,15.2
9.0,12.0,9.0,11.0,10.0,12.0,9.0,11.0,9.0,12.0,9.0,12.0,9.0,10.0,9.0,11.0,11.0,14.0,0.0,0.0,4.3,0.288,0.9524794238683127,11.8
9.0,10.0,10.0,11.0,9.0,10.0,9.0,11.0,9.0,13.0,9.0,11.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.22,0.9337499999999999,9.6
10.0,11.0,10.0,13.0,10.0,11.0,11.0,12.0,11.0,14.0,11.0,13.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.268,0.9348776455026454,12.8
9.0,12.0,9.0,12.0,9.0,10.0,11.0,12.0,9.0,10.0,10.0,11.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,0.28,0.967007275132275,12.2
10.0,11.0,10.0,13.0,9.0,10.0,9.0,13.0,9.0,13.0,12.0,13.0,9.0,13.0,11.0,13.0,9.0,11.0,0.0,0.0,3.4,0.276,0.9432561728395061,10.6
10.0,13.0,10.0,11.0,9.0,13.0,9.0,13.0,10.0,11.0,9.0,13.0,11.0,13.0,9.0,12.0,0.0,0.0,0.0,0.0,3.4,0.28,0.952210648148148,12.6
12.0,14.0,9.0,12.0,10.0,13.0,9.0,10.0,10.0,12.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.164,0.9388811728395061,6.6
9.0,13.0,9.0,12.0,10.0,13.0,12.0,13.0,9.0,11.0,9.0,11.0,9.0,12.0,11.0,13.0,10.0,13.0,12.0,14.0,19.1,0.5,0.9500162037037038,21.0
12.0,14.0,10.0,12.0,9.0,12.0,10.0,12.0,12.0,13.0,10.0,14.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.296,0.9613657407407405,11.2
10.0,13.0,12.0,14.0,9.0,11.0,11.0,12.0,9.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.1,0.9693132716049382,2.2
9.0,12.0,11.0,12.0,9.0,10.0,9.0,12.0,10.0,11.0,12.0,13.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.216,0.9757275132275129,8.4
9.0,13.0,10.0,12.0,9.0,10.0,10.0,13.0,9.0,13.0,9.0,11.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.212,0.9377943121693121,7.4
10.0,12.0,10.0,11.0,9.0,13.0,11.0,12.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.2,0.9802083333333332,9.0
9.0,13.0,9.0,10.0,9.0,11.0,9.0,11.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.224,0.9553333333333333,7.8
9.0,12.0,11.0,13.0,9.0,13.0,9.0,11.0,11.0,12.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0.272,0.9662307098765431,12.0
9.0,11.0,9.0,10.0,11.0,14.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.1,0.971261574074074,4.2
9.0,13.0,9.0,13.0,12.0,14.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.18,0.9782407407407407,8.8
10.0,13.0,12.0,14.0,10.0,14.0,9.0,13.0,11.0,13.0,10.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.252,0.9533167989417989,8.4
11.0,13.0,10.0,13.0,12.0,14.0,10.0,12.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.2,0.9657777777777777,9.4
9.0,10.0,11.0,13.0,11.0,13.0,12.0,13.0,10.0,13.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,0.24,0.9619907407407408,8.0
9.0,13.0,11.0,14.0,10.0,12.0,12.0,13.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.2,0.9559999999999998,11.4
9.0,11.0,12.0,13.0,10.0,14.0,11.0,12.0,10.0,14.0,9.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.22,0.9689781746031745,9.2
9.0,10.0,10.0,11.0,9.0,12.0,9.0,13.0,12.0,13.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.124,0.9147646604938271,4.4
10.0,13.0,9.0,10.0,9.0,13.0,11.0,12.0,9.0,14.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.228,0.9791087962962962,10.2
11.0,12.0,10.0,11.0,10.0,13.0,10.0,12.0,10.0,11.0,9.0,11.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.236,0.9614484126984127,7.6
9.0,10.0,10.0,14.0,11.0,14.0,10.0,12.0,9.0,10.0,9.0,10.0,9.0,13.0,9.0,12.0,0.0,0.0,0.0,0.0,2.5,0.208,0.9531394675925925,7.4
11.0,14.0,9.0,10.0,9.0,12.0,10.0,12.0,9.0,10.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.232,0.9569675925925925,8.2
12.0,13.0,11.0,12.0,9.0,10.0,11.0,12.0,9.0,11.0,9.0,11.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.2,0.9224999999999998,7.0
10.0,13.0,9.0,11.0,10.0,13.0,9.0,12.0,9.0,10.0,9.0,12.0,10.0,12.0,9.0,10.0,0.0,0.0,0.0,0.0,9.3,0.324,0.9618981481481481,10.6
12.0,14.0,10.0,14.0,11.0,14.0,10.0,11.0,11.0,14.0,10.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.256,0.9308267195767195,10.2
9.0,12.0,9.0,12.0,10.0,11.0,9.0,13.0,12.0,14.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.228,0.9736651234567901,8.8
10.0,11.0,11.0,12.0,12.0,14.0,10.0,13.0,11.0,12.0,10.0,14.0,9.0,13.0,10.0,11.0,9.0,10.0,0.0,0.0,18.0,0.36,0.9577983539094649,17.2
10.0,11.0,10.0,12.0,10.0,11.0,9.0,10.0,9.0,13.0,9.0,12.0,9.0,10.0,11.0,12.0,0.0,0.0,0.0,0.0,3.5,0.18,0.9361458333333332,5.6
12.0,14.0,10.0,13.0,9.0,11.0,11.0,14.0,11.0,13.0,9.0,11.0,10.0,14.0,9.0,13.0,0.0,0.0,0.0,0.0,10.7,0.4,0.9693663194444444,17.4
12.0,14.0,10.0,11.0,9.0,11.0,11.0,14.0,11.0,13.0,10.0,12.0,9.0,12.0,11.0,12.0,0.0,0.0,0.0,0.0,3.9,0.212,0.9429513888888889,9.2
10.0,12.0,9.0,13.0,10.0,13.0,9.0,11.0,12.0,13.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.26,0.9618479938271604,11.8
9.0,12.0,10.0,12.0,9.0,12.0,9.0,12.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.252,0.970638888888889,10.2
9.0,10.0,10.0,12.0,9.0,10.0,9.0,12.0,11.0,12.0,9.0,13.0,10.0,12.0,12.0,14.0,9.0,12.0,0.0,0.0,8.7,0.328,0.9390972222222221,12.8
10.0,12.0,9.0,10.0,11.0,14.0,11.0,12.0,9.0,11.0,9.0,10.0,9.0,13.0,10.0,12.0,11.0,14.0,0.0,0.0,1.8,0.192,0.9371219135802468,5.6
11.0,14.0,9.0,11.0,9.0,12.0,9.0,12.0,11.0,14.0,10.0,12.0,12.0,13.0,11.0,14.0,12.0,14.0,12.0,14.0,8.9,0.416,0.9540972222222222,20.2
9.0,10.0,10.0,14.0,9.0,12.0,10.0,14.0,9.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.104,0.9677893518518518,4.4
10.0,11.0,9.0,11.0,11.0,14.0,11.0,13.0,9.0,12.0,9.0,10.0,11.0,13.0,11.0,12.0,0.0,0.0,0.0,0.0,3.6,0.188,0.9484953703703702,7.4
10.0,11.0,10.0,11.0,9.0,13.0,11.0,12.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.172,0.9686249999999997,6.0
10.0,14.0,10.0,14.0,11.0,14.0,12.0,14.0,11.0,14.0,12.0,14.0,9.0,11.0,12.0,14.0,12.0,14.0,0.0,0.0,12.1,0.452,0.96755658436214,17.2
9.0,11.0,11.0,14.0,12.0,13.0,9.0,11.0,9.0,13.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.256,0.9700694444444444,9.0
12.0,14.0,9.0,12.0,9.0,10.0,10.0,13.0,10.0,12.0,10.0,14.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.224,0.9610085978835977,8.2
11.0,14.0,12.0,14.0,11.0,14.0,11.0,13.0,12.0,14.0,10.0,14.0,12.0,13.0,10.0,14.0,10.0,14.0,10.0,13.0,16.4,0.56,0.9744421296296295,26.2
11.0,13.0,9.0,12.0,9.0,10.0,10.0,13.0,10.0,11.0,9.0,11.0,10.0,12.0,12.0,13.0,0.0,0.0,0.0,0.0,4.4,0.212,0.9623958333333332,6.6
10.0,11.0,10.0,13.0,10.0,11.0,9.0,11.0,11.0,14.0,11.0,14.0,9.0,10.0,10.0,14.0,0.0,0.0,0.0,0.0,10.2,0.332,0.9892650462962962,14.2
9.0,12.0,11.0,14.0,9.0,11.0,10.0,12.0,10.0,12.0,9.0,12.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,0.34,0.9643253968253968,13.0
12.0,14.0,11.0,13.0,9.0,10.0,9.0,11.0,10.0,12.0,10.0,12.0,11.0,14.0,10.0,11.0,9.0,13.0,0.0,0.0,1.9,0.192,0.967497427983539,4.4
10.0,13.0,11.0,14.0,10.0,12.0,11.0,14.0,12.0,13.0,12.0,14.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.256,0.948449074074074,11.8
12.0,14.0,12.0,13.0,11.0,13.0,11.0,12.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.18,0.9777222222222222,8.4
9.0,12.0,9.0,11.0,10.0,13.0,9.0,11.0,11.0,14.0,9.0,10.0,9.0,10.0,9.0,11.0,10.0,13.0,0.0,0.0,4.2,0.28,0.9605195473251028,10.8
9.0,10.0,9.0,10.0,11.0,12.0,12.0,14.0,9.0,12.0,9.0,10.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.2,0.9404894179894178,7.4
9.0,13.0,9.0,12.0,12.0,13.0,9.0,10.0,9.0,11.0,11.0,13.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.284,0.9470800264550263,8.0
9.0,10.0,11.0,12.0,9.0,10.0,12.0,13.0,10.0,13.0,11.0,12.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.22,0.9515873015873016,7.4
9.0,11.0,9.0,13.0,9.0,12.0,9.0,13.0,9.0,11.0,10.0,11.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.192,0.9750033068783067,6.2
10.0,11.0,10.0,11.0,10.0,13.0,9.0,11.0,12.0,14.0,10.0,11.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.128,0.9530489417989418,4.4
9.0,11.0,10.0,11.0,9.0,13.0,9.0,10.0,9.0,11.0,11.0,14.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.188,0.9494246031746031,7.4
9.0,12.0,9.0,12.0,9.0,13.0,9.0,12.0,9.0,12.0,9.0,10.0,9.0,11.0,11.0,14.0,0.0,0.0,0.0,0.0,4.0,0.288,0.9452835648148148,11.8
11.0,13.0,10.0,13.0,11.0,14.0,11.0,14.0,9.0,12.0,12.0,14.0,9.0,10.0,10.0,14.0,0.0,0.0,0.0,0.0,14.8,0.4,0.9548177083333333,15.6
12.0,14.0,9.0,13.0,9.0,12.0,9.0,13.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.244,0.9782407407407406,9.4
10.0,13.0,10.0,11.0,11.0,14.0,10.0,11.0,12.0,13.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.228,0.9364583333333333,9.6
11.0,14.0,10.0,12.0,9.0,13.0,11.0,13.0,11.0,13.0,10.0,11.0,10.0,14.0,12.0,13.0,0.0,0.0,0.0,0.0,12.5,0.36,0.9654369212962961,13.2
9.0,13.0,10.0,14.0,11.0,13.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.192,0.9564930555555553,8.2
9.0,13.0,9.0,10.0,9.0,10.0,9.0,11.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.188,0.9293379629629628,7.8
11.0,12.0,9.0,12.0,9.0,10.0,11.0,13.0,11.0,14.0,11.0,14.0,9.0,10.0,11.0,13.0,0.0,0.0,0.0,0.0,8.1,0.272,0.9513194444444444,10.0
10.0,12.0,11.0,12.0,9.0,13.0,10.0,14.0,12.0,13.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.224,0.9565393518518518,8.2
9.0,12.0,11.0,14.0,10.0,13.0,9.0,11.0,9.0,10.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.2,0.934255401234568,7.6
10.0,12.0,9.0,11.0,9.0,10.0,10.0,13.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.156,0.963722222222222,8.8
9.0,13.0,9.0,12.0,10.0,13.0,12.0,13.0,9.0,11.0,9.0,12.0,9.0,12.0,11.0,13.0,9.0,12.0,12.0,14.0,19.1,0.52,0.9497685185185185,23.2
12.0,13.0,9.0,12.0,10.0,13.0,12.0,13.0,11.0,13.0,11.0,13.0,10.0,11.0,11.0,14.0,0.0,0.0,0.0,0.0,9.3,0.28,0.9455034722222221,12.6
9.0,13.0,10.0,12.0,9.0,10.0,10.0,14.0,9.0,10.0,12.0,14.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.216,0.9442063492063492,11.0
10.0,12.0,9.0,12.0,9.0,10.0,12.0,14.0,12.0,13.0,9.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,0.24,0.9535780423280421,9.6
9.0,13.0,9.0,12.0,11.0,14.0,10.0,11.0,9.0,13.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.224,0.9718865740740741,7.0
10.0,12.0,9.0,10.0,9.0,13.0,9.0,11.0,9.0,12.0,9.0,10.0,9.0,13.0,12.0,14.0,0.0,0.0,0.0,0.0,2.4,0.196,0.9272337962962962,8.0
12.0,14.0,10.0,11.0,9.0,13.0,11.0,14.0,9.0,12.0,11.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.332,0.9648048941798942,14.2
10.0,12.0,12.0,13.0,10.0,11.0,10.0,14.0,11.0,13.0,10.0,14.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.228,0.9606944444444443,8.4
10.0,12.0,9.0,12.0,9.0,13.0,10.0,13.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.268,0.9733009259259259,10.6
9.0,10.0,10.0,13.0,9.0,10.0,11.0,14.0,10.0,11.0,10.0,11.0,9.0,10.0,9.0,13.0,0.0,0.0,0.0,0.0,10.2,0.272,0.9748148148148147,10.8
11.0,14.0,12.0,13.0,9.0,11.0,9.0,13.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.212,0.9421064814814815,10.4
9.0,13.0,11.0,14.0,12.0,13.0,9.0,10.0,9.0,11.0,11.0,12.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.272,0.9384953703703702,9.4
11.0,12.0,9.0,12.0,10.0,12.0,10.0,14.0,9.0,13.0,10.0,13.0,9.0,11.0,11.0,13.0,11.0,13.0,0.0,0.0,1.1,0.18,0.9380529835390945,2.8
9.0,11.0,9.0,12.0,11.0,14.0,10.0,14.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0.304,0.9723194444444445,14.2
