robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,robot_speed_kmh,num_delivery_rate,utilization_rate,num_risk
10.0,12.0,9.0,13.0,10.0,11.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.176,0.9692187499999999,8.0
9.0,10.0,10.0,13.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.064,0.9551697530864196,2.6
10.0,11.0,9.0,11.0,9.0,13.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.112,0.974861111111111,4.0
11.0,14.0,10.0,11.0,9.0,10.0,9.0,11.0,9.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.064,0.9612114197530862,2.2
9.0,11.0,9.0,12.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.084,0.9164197530864198,2.6
10.0,13.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.08,0.9745370370370372,3.4
11.0,12.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.024,0.9256249999999998,0.4
9.0,11.0,9.0,10.0,9.0,11.0,10.0,11.0,12.0,14.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.096,0.9365046296296295,5.2
12.0,14.0,9.0,10.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.092,0.9676388888888887,2.4
10.0,12.0,9.0,11.0,9.0,10.0,12.0,13.0,10.0,12.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.2,0.9658796296296295,7.2
9.0,12.0,11.0,13.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.12,0.9724845679012346,5.6
10.0,11.0,10.0,11.0,9.0,11.0,9.0,10.0,10.0,11.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.136,0.9624228395061726,5.8
9.0,10.0,9.0,10.0,9.0,11.0,10.0,11.0,11.0,12.0,10.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.076,0.9050793650793649,3.4
12.0,13.0,10.0,13.0,10.0,12.0,10.0,12.0,9.0,13.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.16,0.9458834876543208,7.2
12.0,14.0,9.0,10.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.084,0.9482407407407406,2.4
10.0,12.0,10.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.052,0.8888888888888885,2.6
10.0,13.0,10.0,13.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.108,0.9753703703703702,4.4
9.0,10.0,9.0,10.0,9.0,11.0,11.0,13.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.12,0.9233055555555554,4.0
9.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.036,0.9373611111111106,1.4
9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.036,0.9986805555555556,0.6
10.0,11.0,10.0,11.0,9.0,11.0,9.0,11.0,9.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.056,0.979097222222222,0.6
9.0,10.0,10.0,12.0,9.0,13.0,11.0,12.0,12.0,14.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.128,0.9341435185185185,4.6
9.0,13.0,9.0,10.0,11.0,14.0,9.0,10.0,9.0,10.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.136,0.9482175925925924,6.4
9.0,11.0,10.0,11.0,10.0,12.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.112,0.9753819444444443,3.6
10.0,11.0,9.0,10.0,11.0,12.0,12.0,13.0,9.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.044,0.909560185185185,1.6
11.0,12.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.024,0.9079166666666667,0.4
9.0,11.0,10.0,12.0,9.0,10.0,9.0,11.0,11.0,12.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.124,0.9360648148148147,5.6
9.0,13.0,9.0,12.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.1,0.9357407407407407,4.2
9.0,10.0,9.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.064,0.9579629629629629,2.6
9.0,10.0,9.0,12.0,10.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.128,0.9361284722222221,4.2
12.0,14.0,9.0,10.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.064,0.9661574074074073,1.4
10.0,11.0,9.0,11.0,11.0,12.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.104,0.9474999999999999,4.6
12.0,14.0,11.0,14.0,11.0,14.0,11.0,14.0,11.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.276,0.9619135802469136,9.2
9.0,12.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.072,0.96875,2.8
10.0,12.0,10.0,11.0,9.0,13.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.112,0.9328819444444444,5.0
9.0,10.0,12.0,14.0,12.0,14.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.12,0.9328819444444444,3.8
10.0,11.0,10.0,11.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.048,0.8964814814814814,1.8
10.0,11.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.024,0.8874537037037036,0.0
9.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.048,0.9691666666666665,2.2
9.0,10.0,9.0,11.0,9.0,10.0,11.0,12.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.104,0.9700277777777776,5.2
9.0,12.0,9.0,11.0,10.0,11.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.068,0.9449074074074073,1.2
9.0,11.0,9.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.068,0.9311111111111111,2.0
9.0,12.0,9.0,10.0,9.0,12.0,12.0,13.0,11.0,13.0,9.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.096,0.9227976190476189,3.4
11.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.048,0.9204629629629629,2.4
10.0,13.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.084,0.9510185185185185,4.2
9.0,10.0,10.0,12.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.088,0.9219444444444441,3.0
9.0,10.0,9.0,11.0,9.0,10.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.048,0.9588194444444443,1.0
10.0,11.0,9.0,11.0,9.0,10.0,9.0,10.0,11.0,14.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.136,0.9298533950617283,5.4
9.0,12.0,10.0,12.0,9.0,11.0,9.0,11.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.132,0.9149444444444443,4.8
9.0,10.0,9.0,11.0,9.0,12.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.084,0.9440740740740741,3.8
11.0,14.0,9.0,10.0,11.0,12.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.064,0.8900694444444441,3.4
11.0,14.0,9.0,11.0,9.0,11.0,9.0,10.0,9.0,11.0,10.0,12.0,10.0,11.0,12.0,13.0,0.0,0.0,0.0,0.0,1.6,0.14,0.9578935185185184,4.2
10.0,13.0,12.0,13.0,10.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.096,0.9452777777777777,3.4
9.0,10.0,9.0,11.0,9.0,12.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.092,0.9426851851851851,3.0
9.0,10.0,10.0,13.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.072,0.9778703703703703,2.0
9.0,11.0,10.0,11.0,9.0,10.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.8971874999999999,2.6
9.0,10.0,10.0,12.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.104,0.9703240740740741,2.4
12.0,13.0,9.0,11.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.08,0.9869444444444443,2.0
9.0,11.0,9.0,13.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.08,0.960324074074074,1.8
11.0,12.0,10.0,11.0,10.0,11.0,9.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.048,0.946722222222222,1.8
12.0,14.0,9.0,13.0,11.0,12.0,11.0,13.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.112,0.9387638888888887,5.2
9.0,10.0,9.0,12.0,10.0,13.0,11.0,12.0,11.0,14.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.184,0.918395061728395,7.2
9.0,10.0,10.0,11.0,9.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.096,0.9689583333333333,4.6
9.0,10.0,9.0,12.0,10.0,13.0,9.0,12.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.144,0.9636851851851851,7.0
9.0,12.0,10.0,12.0,10.0,12.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.124,0.9688310185185185,3.6
9.0,11.0,9.0,12.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.072,0.8937037037037037,2.0
9.0,11.0,9.0,13.0,10.0,12.0,9.0,12.0,12.0,14.0,11.0,12.0,10.0,11.0,12.0,13.0,0.0,0.0,0.0,0.0,3.1,0.192,0.9445978009259258,6.0
9.0,10.0,12.0,13.0,10.0,13.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.04,0.9144212962962962,1.6
9.0,11.0,9.0,11.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.064,0.9587962962962963,2.0
9.0,13.0,10.0,12.0,11.0,14.0,9.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.164,0.9414444444444443,7.4
11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.9751851851851853,0.2
9.0,12.0,9.0,11.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.052,0.920246913580247,2.0
11.0,13.0,9.0,12.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.08,0.9412191358024692,3.8
9.0,10.0,9.0,10.0,10.0,11.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.096,0.9744444444444442,5.4
9.0,10.0,10.0,12.0,11.0,12.0,9.0,11.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.056,0.9556388888888886,1.2
9.0,10.0,9.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.056,0.9327777777777776,1.2
9.0,12.0,12.0,13.0,9.0,12.0,9.0,11.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.204,0.9588703703703703,7.0
12.0,14.0,9.0,11.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.1,0.9508796296296297,3.0
11.0,13.0,10.0,11.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.064,0.9096759259259256,3.2
9.0,12.0,9.0,11.0,10.0,11.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.12,0.9623379629629629,2.6
10.0,13.0,9.0,10.0,11.0,12.0,10.0,11.0,9.0,10.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.084,0.9281944444444443,3.0
12.0,13.0,9.0,12.0,9.0,12.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.064,0.917662037037037,2.4
10.0,13.0,9.0,10.0,9.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.08,0.9199074074074072,1.8
9.0,12.0,10.0,13.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.092,0.941327160493827,3.0
12.0,14.0,9.0,12.0,11.0,14.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.152,0.9644212962962962,8.2
12.0,13.0,11.0,13.0,11.0,12.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.12,0.9176388888888887,5.4
10.0,13.0,10.0,13.0,10.0,11.0,9.0,12.0,9.0,12.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.096,0.968395061728395,3.0
12.0,14.0,9.0,11.0,9.0,11.0,11.0,13.0,10.0,13.0,9.0,10.0,10.0,11.0,9.0,13.0,0.0,0.0,0.0,0.0,2.3,0.184,0.9455353009259259,7.0
9.0,12.0,11.0,14.0,10.0,14.0,11.0,12.0,10.0,14.0,9.0,10.0,9.0,10.0,12.0,14.0,12.0,14.0,0.0,0.0,7.3,0.344,0.9363014403292181,13.4
12.0,14.0,11.0,14.0,9.0,11.0,10.0,11.0,11.0,12.0,9.0,10.0,9.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,6.1,0.18,0.9166377314814813,7.2
11.0,14.0,10.0,13.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.06,0.9725925925925926,1.8
12.0,14.0,9.0,13.0,9.0,10.0,12.0,14.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.196,0.9462222222222222,8.4
9.0,11.0,10.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.06,0.9480092592592589,3.0
9.0,13.0,12.0,14.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.088,0.884861111111111,2.0
9.0,10.0,9.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.06,0.9710648148148145,2.6
10.0,14.0,12.0,13.0,11.0,12.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.112,0.969097222222222,5.4
9.0,12.0,10.0,11.0,9.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.088,0.936736111111111,3.0
12.0,14.0,10.0,13.0,10.0,11.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.084,0.945011574074074,2.8
9.0,11.0,11.0,12.0,11.0,13.0,9.0,12.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.136,0.9745462962962963,5.0
9.0,11.0,9.0,11.0,9.0,12.0,11.0,12.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.1,0.9519166666666665,3.0
9.0,11.0,9.0,13.0,9.0,11.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.184,0.9797916666666666,7.0
12.0,14.0,10.0,14.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.132,0.9769984567901234,6.2
9.0,11.0,9.0,11.0,9.0,12.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.108,0.9508217592592592,3.8
9.0,10.0,9.0,10.0,9.0,11.0,11.0,13.0,12.0,14.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.112,0.9642129629629627,5.8
9.0,10.0,10.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.036,0.9394444444444443,1.6
9.0,10.0,9.0,10.0,9.0,10.0,9.0,11.0,12.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.096,0.9116435185185184,3.8
9.0,10.0,9.0,11.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.096,0.9814351851851851,3.8
10.0,13.0,9.0,10.0,9.0,11.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.088,0.9453587962962963,3.6
9.0,11.0,10.0,12.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.076,0.9471759259259258,2.8
10.0,13.0,11.0,13.0,9.0,11.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.088,0.8959953703703704,2.0
10.0,13.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.084,0.9585416666666666,4.2
9.0,10.0,9.0,13.0,11.0,12.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.08,0.9421874999999998,2.6
11.0,14.0,9.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.048,0.9822067901234566,1.2
9.0,10.0,12.0,14.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.096,0.9902546296296295,2.8
9.0,10.0,10.0,11.0,10.0,12.0,9.0,10.0,11.0,13.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.088,0.9347916666666666,3.4
9.0,10.0,9.0,11.0,11.0,14.0,10.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.14,0.954648148148148,5.8
9.0,13.0,12.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.12,0.9612499999999998,4.2
12.0,14.0,9.0,10.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.1,0.9594444444444442,2.6
10.0,11.0,9.0,10.0,9.0,12.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.104,0.9558449074074074,4.8
9.0,10.0,10.0,12.0,10.0,12.0,9.0,12.0,9.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.108,0.9160493827160492,3.4
10.0,11.0,9.0,10.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.052,0.8963888888888888,1.2
9.0,12.0,9.0,11.0,9.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.072,0.9564583333333333,2.4
10.0,14.0,9.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.044,0.9512962962962961,1.4
9.0,12.0,9.0,11.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,0.9746296296296295,2.8
10.0,11.0,9.0,10.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.084,0.938148148148148,2.0
9.0,12.0,9.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.052,0.9303703703703703,2.0
10.0,13.0,10.0,11.0,11.0,14.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.14,0.9425925925925924,5.4
9.0,11.0,9.0,12.0,9.0,11.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.12,0.9271238425925925,4.8
10.0,12.0,9.0,10.0,11.0,13.0,11.0,12.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.08,0.9350277777777777,2.2
9.0,12.0,10.0,11.0,11.0,12.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.08,0.9392708333333333,3.6
9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.02,0.9149999999999999,0.6
11.0,12.0,9.0,12.0,11.0,14.0,12.0,14.0,11.0,14.0,9.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.192,0.9764682539682538,7.4
10.0,11.0,9.0,10.0,9.0,12.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.08,0.9475694444444441,1.6
12.0,14.0,11.0,14.0,12.0,13.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.144,0.9787037037037036,6.2
11.0,12.0,9.0,12.0,10.0,13.0,9.0,12.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.144,0.9636851851851851,6.4
9.0,11.0,9.0,10.0,9.0,11.0,10.0,11.0,12.0,13.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.088,0.939560185185185,4.4
10.0,13.0,9.0,11.0,10.0,11.0,9.0,11.0,12.0,14.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.172,0.9506327160493825,9.0
