delivery_rate,utilization_rate,num_risk,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,speed_kmh,problem,simulator,run
-0.10117534,-0.5953528,6.136375,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,11.0,12.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,29
-0.1023362,-0.5965809,6.1730356,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,11.0,12.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,29
-0.117236555,-0.7102258,3.6026375,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,11.0,12.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,29
-0.08301082,-0.7584918,3.1879752,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,11.0,12.0,14.0,12.0,13.0,9.0,11.0,0.0,0.0,0.0,0.0,2.5,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,29
-0.10041535,-0.7373037,3.8550563,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,11.0,12.0,14.0,12.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,2.4,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,29
-0.14142707,-0.55715495,6.665837,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,11.0,12.0,14.0,12.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,2.5,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,29
-0.12350798,-0.7235896,6.368502,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,11.0,12.0,14.0,12.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,2.6,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,29
-0.14385849,-0.7570056,5.0518684,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,11.0,12.0,14.0,12.0,14.0,9.0,12.0,0.0,0.0,0.0,0.0,2.6,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,29
-0.021626294,-0.78380454,2.777823,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,12.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,4
-0.019539133,-0.791289,2.670672,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,12.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,4
-0.0318698,-0.7915314,3.1409588,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,12.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,4
