robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,robot_speed_kmh,delivery_rate,utilization_rate,num_risks,run,problem,approach,generations,min_req,max_req
11,3,9,0,9,0,9,2,9,1,9,2,10,1,10,1,9,1,9,0,15,0.18136023,0.5343548,5.1518593,7,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,3,10,2,9,0,9,2,9,1,9,2,10,2,10,2,11,1,11,0,16,0.21420178,0.41917792,4.082827,7,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
12,3,9,2,9,1,10,4,12,2,9,3,11,0,10,1,12,1,11,0,18,0.19189768,0.37117097,4.2929263,7,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
10,0,9,0,9,0,9,0,9,0,9,0,11,0,10,0,9,1,9,0,10,0.01387516,0.61810255,0.32448763,7,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,3,10,2,9,0,9,2,9,1,9,2,10,2,10,2,11,1,11,0,16,0.21420178,0.41917792,4.082827,7,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,1,9,0,10,0,9,0,9,0,10,0,9,0,9,0,9,0,10,0.05799468,0.61620975,0.0,6,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,0,9,0,10,0,9,0,9,0,9,1,9,0,9,0,9,0,10,0.10009329,0.6043881,0.18821836,6,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,1,9,0,10,0,9,0,9,0,11,1,9,1,9,0,9,0,10,0.0,0.81967515,0.33546972,6,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,2,9,0,10,0,9,1,9,0,9,1,9,1,9,0,9,0,11,0.015136987,0.69755167,0.88488257,6,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,1,9,0,10,0,9,0,9,0,11,1,9,1,9,0,9,0,10,0.0,0.81967515,0.33546972,6,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,0,9,0,10,0,9,0,9,0,9,1,9,0,9,0,9,0,10,0.10009329,0.6043881,0.18821836,6,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,1,9,0,10,0,9,1,9,0,9,1,9,1,9,0,9,0,11,0.043515176,0.6406736,0.48953053,6,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,0,9,0,10,0,9,0,9,0,11,1,9,1,9,0,9,0,11,0.04722579,0.7454926,0.06361085,6,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,1,9,0,10,0,9,0,9,0,10,0,9,0,9,0,9,0,10,0.05799468,0.61620975,0.0,6,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,0,9,0,10,0,9,0,9,0,9,0,9,1,9,0,9,0,11,0.097757995,0.60984963,0.2066063,6,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,0,11,0,9,0,9,1,11,0,10,0,12,1,9,0,34,0.082826324,0.5856993,1.83759,4,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,0,11,0,9,0,9,1,11,0,9,1,11,1,9,0,10,0.0,0.6322769,1.0259031,4,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,0,11,0,9,0,9,1,11,0,10,1,11,1,9,0,10,0.0,0.7632112,0.0,4,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,0,11,0,9,0,9,1,11,0,10,1,11,1,9,0,10,0.0,0.7632112,0.0,4,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,0,11,0,9,0,9,1,11,0,10,0,12,1,9,0,34,0.082826324,0.5856993,1.83759,4,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,0,11,0,9,0,9,1,10,0,10,0,11,1,9,0,29,0.07557344,0.592119,1.7306448,4,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,0,9,0,11,0,9,0,9,1,11,0,10,0,12,0,9,0,15,0.0151111055,0.6575438,0.19548309,4,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,0,11,0,9,0,9,1,11,0,10,0,12,1,9,0,10,0.05367109,0.6239897,1.0399575,4,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,0,9,0,11,0,9,0,9,1,11,0,9,0,10,0,9,0,10,0.0,0.65012646,0.3817069,4,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,0,9,0,11,0,9,0,9,1,11,0,10,0,12,0,9,0,34,0.009067124,0.7123934,0.2879135,4,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,0,9,0,11,0,9,0,9,1,11,0,9,0,12,0,9,0,33,0.009155428,0.7099395,0.2848792,4,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,0,11,0,9,0,9,1,11,0,10,0,12,1,9,0,10,0.05367109,0.6239897,1.0399575,4,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,0,9,0,9,0,9,0,9,0,9,0,12,0,9,0,9,1,41,0.013837598,0.65953106,0.13934487,5,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
10,1,10,3,10,1,11,2,11,3,11,3,10,1,9,1,9,0,10,4,102,0.08441101,0.44432655,9.221339,5,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,0,9,1,9,0,10,0,9,0,9,0,9,0,9,0,10,0,50,0.008164577,0.6971265,0.40570167,5,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,10,2,9,0,9,0,9,0,9,0,9,0,12,0,9,0,9,1,44,0.0,0.448829,1.4833499,5,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
10,1,10,3,10,1,11,2,11,3,11,3,10,1,9,1,9,0,10,4,102,0.08441101,0.44432655,9.221339,5,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,0,9,0,9,0,9,0,9,0,9,0,12,0,9,0,9,1,41,0.013837598,0.65953106,0.13934487,5,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,0,9,0,9,1,9,0,9,0,9,0,12,0,9,0,9,1,24,0.0,0.5716963,0.40966645,5,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,0,9,0,9,1,9,0,9,0,9,0,12,0,9,0,10,1,43,0.0,0.5286749,1.0332373,5,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,10,2,9,0,9,0,10,0,9,0,9,0,12,0,9,0,9,1,44,0.0,0.448829,1.4833499,5,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,0,9,0,9,0,9,0,9,0,9,0,12,0,9,0,9,1,36,0.011901446,0.690654,0.32758847,5,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,10,0,10,0,10,0,9,2,9,0,9,0,9,2,12,1,10,0,34,0.15350696,0.44670725,1.8766811,1,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,10,0,10,0,10,0,9,2,9,0,9,0,9,0,12,1,10,0,10,0.00645113,0.72880423,0.85273343,1,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,10,0,10,1,10,0,9,2,9,0,9,0,9,1,12,1,10,0,10,0.069698766,0.80721176,0.13679236,1,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,10,0,10,0,10,0,9,2,9,0,9,0,9,2,12,1,10,0,34,0.15350696,0.44670725,1.8766811,1,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,10,0,10,0,10,0,9,2,9,0,9,0,9,1,12,1,10,0,10,0.038809054,0.826478,0.73861474,1,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,10,0,9,0,10,0,9,2,9,0,9,0,9,2,12,0,10,0,19,0.06596328,0.62287843,1.1601561,1,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,10,0,10,0,10,0,9,2,9,0,9,0,9,0,12,1,10,0,10,0.00645113,0.72880423,0.85273343,1,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,10,0,10,0,10,0,9,2,9,0,9,0,9,1,12,1,10,0,10,0.038809054,0.826478,0.73861474,1,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,10,0,9,0,10,0,9,2,9,0,9,0,9,2,12,0,10,0,34,0.06415044,0.65760803,1.4846339,1,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,10,0,9,0,10,0,9,2,9,0,9,0,9,0,12,0,10,0,12,0.031351343,0.678499,1.287691,1,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,10,0,9,0,10,0,9,2,9,0,9,0,9,0,12,0,10,0,12,0.031351343,0.678499,1.287691,1,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,10,0,9,0,10,0,9,2,9,0,9,0,9,2,12,0,10,0,34,0.06415044,0.65760803,1.4846339,1,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,0,10,1,11,1,9,0,9,1,9,0,9,0,9,0,10,0.0,0.83389723,0.09343792,2,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,0,10,1,11,1,9,0,9,1,9,0,9,0,9,0,10,0.0,0.83389723,0.09343792,2,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,0,9,0,10,0,11,0,9,0,9,1,9,0,9,0,9,0,10,0.038653135,0.59257257,0.35278362,2,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,0,9,0,10,0,10,0,9,0,9,0,9,0,9,0,9,2,41,0.024664745,0.7119589,1.1259685,2,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,0,9,0,10,0,11,0,9,0,9,1,9,0,9,0,9,0,10,0.038653135,0.59257257,0.35278362,2,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,0,9,0,10,0,10,0,9,0,9,0,9,0,9,0,9,1,15,0.03325261,0.5961354,0.4359064,2,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,0,9,0,10,0,11,0,9,0,9,1,9,0,9,0,9,0,16,0.017785354,0.74666274,0.19807693,2,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,0,9,0,10,0,10,0,10,0,9,0,9,0,9,0,9,1,41,0.030676935,0.6813342,0.7982906,2,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,0,9,0,10,0,10,1,10,0,9,0,9,0,9,0,9,0,41,0.003681235,0.81179017,0.23249847,2,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,0,9,0,10,0,10,0,9,0,9,0,9,0,9,0,9,1,40,0.0021786448,0.7709646,0.25208485,2,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
10,0,9,0,9,1,9,3,10,0,10,0,11,0,11,4,10,0,9,0,15,0.05811971,0.60154414,0.7874795,3,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
10,0,9,0,9,0,9,3,9,0,10,0,11,0,11,4,10,0,9,0,11,0.0,0.68705887,0.12029629,3,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
10,0,9,0,9,2,9,3,9,0,10,0,11,0,11,3,10,0,9,0,10,0.0328909,0.661775,1.1117446,3,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
10,0,9,0,9,1,9,3,9,0,10,0,11,0,11,4,10,0,9,0,15,0.05811971,0.60154414,0.7874795,3,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
10,0,9,0,9,0,9,3,9,0,10,0,11,0,11,4,10,0,9,0,11,0.0,0.68705887,0.12029629,3,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
10,0,9,0,9,2,9,3,9,0,10,0,11,0,11,3,10,0,9,0,10,0.0328909,0.661775,1.1117446,3,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
10,0,9,0,9,2,9,3,9,0,10,0,11,0,11,4,10,0,9,0,11,0.05412584,0.608644,0.82949126,3,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
10,0,9,0,9,0,9,3,10,0,10,0,11,0,11,4,10,0,9,0,15,0.0,0.683427,0.24302101,3,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
10,0,9,0,9,1,9,3,10,0,10,0,11,0,11,4,10,0,9,0,10,0.029747175,0.6659346,0.80829525,3,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
10,0,9,0,9,2,9,3,9,0,10,0,11,0,11,3,10,0,9,0,15,0.057439324,0.6085556,0.9455943,3,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
10,0,9,0,9,2,9,3,9,0,10,0,11,0,11,4,10,0,9,0,11,0.05412584,0.608644,0.82949126,3,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
10,0,9,0,9,0,9,3,9,0,10,0,11,0,11,4,10,0,9,0,15,0.0,0.683427,0.24302101,3,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,11,0,9,0,9,0,10,1,9,0,10,0,9,0,12,0,9,0,10,0.018293958,0.6940524,0.0,26,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,11,0,9,0,9,0,9,1,9,0,10,0,9,0,12,0,9,0,41,0.0,0.60400784,0.85539865,26,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,11,0,9,0,9,0,10,1,9,0,10,0,9,0,12,0,9,0,16,0.0,0.71293914,0.0,26,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,11,0,10,0,9,0,9,1,9,0,10,0,9,0,12,0,9,0,41,0.0,0.60400784,0.85539865,26,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,11,0,9,0,9,0,10,1,9,0,10,0,9,0,12,0,9,0,10,0.018293958,0.6940524,0.0,26,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,11,0,9,0,9,0,10,1,9,0,10,0,9,0,12,0,9,0,41,0.003005933,0.6445122,0.81109273,26,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,11,0,9,0,9,0,9,1,9,0,10,0,9,0,12,0,9,0,10,0.013154756,0.65851146,0.033750072,26,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,11,0,9,0,9,0,10,1,9,0,10,0,9,0,12,0,9,0,41,0.003005933,0.6445122,0.81109273,26,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,11,0,9,0,9,0,9,1,9,0,10,0,9,0,12,0,9,0,10,0.013154756,0.65851146,0.033750072,26,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,11,0,9,0,9,0,9,1,9,0,10,0,9,0,12,0,9,0,16,0.0,0.6819465,0.02601707,26,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,11,0,9,0,9,0,10,1,9,0,10,0,9,0,12,0,9,0,16,0.0,0.71293914,0.0,26,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,11,0,9,0,9,0,9,1,9,0,10,0,9,0,12,0,9,0,16,0.0,0.6819465,0.02601707,26,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
12,1,9,0,9,0,11,1,9,0,9,0,9,0,9,0,12,0,9,0,42,0.009580877,0.90361214,0.020693108,27,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,3,9,0,10,1,10,0,9,0,10,0,9,0,10,2,10,1,41,0.16899271,0.5936786,3.0983133,27,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
12,1,9,0,9,0,11,1,9,0,11,0,9,0,9,0,12,0,9,0,42,0.009580877,0.90361214,0.020693108,27,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,2,9,3,9,0,12,2,10,0,12,0,13,0,9,0,10,4,9,3,44,0.0,0.64141506,5.142469,27,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,2,9,3,9,0,12,2,10,0,12,0,13,0,9,0,10,4,9,3,44,0.0,0.64141506,5.142469,27,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,1,9,0,9,0,12,1,9,0,12,0,9,0,9,0,12,3,10,4,41,0.15816958,0.5545034,3.4763474,27,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
10,0,9,0,9,0,11,0,9,0,11,0,9,0,9,0,9,0,9,1,40,0.030910289,0.699357,0.42644805,27,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
12,1,9,0,9,0,11,0,9,0,11,0,9,0,9,0,9,0,10,0,39,0.0,0.7564959,0.066956714,27,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,1,9,0,9,0,12,2,9,0,12,0,11,0,9,0,9,3,10,4,44,0.1099924,0.57870096,3.5960388,27,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,1,9,0,9,0,12,2,10,0,12,0,11,0,9,0,9,3,10,4,44,0.1099924,0.57870096,3.5960388,27,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,2,9,1,9,1,9,4,10,4,9,1,10,0,9,0,41,0.070068255,0.61453515,6.9926395,19,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,0,10,0,9,0,9,0,9,0,10,0,12,0,9,0,10,0.0,0.69108284,0.0,19,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,0,10,0,9,0,9,0,9,0,10,0,12,0,9,0,10,0.0,0.69108284,0.0,19,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,2,10,1,9,1,9,4,10,4,10,1,10,0,9,0,41,0.069549486,0.621455,7.165614,19,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,2,9,1,9,1,9,4,10,4,9,1,10,0,9,0,41,0.070068255,0.61453515,6.9926395,19,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,2,9,1,9,1,9,4,9,4,9,1,10,0,9,0,10,0.046947017,0.6581951,3.8995442,19,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,2,10,1,9,1,9,4,9,4,9,1,10,0,9,0,10,0.04365492,0.6636031,4.05211,19,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,2,9,1,9,1,9,4,10,4,9,0,10,0,9,0,41,0.06439124,0.6286793,5.8607244,19,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,2,9,1,9,1,9,4,10,4,9,0,10,0,9,0,41,0.06439124,0.6286793,5.8607244,19,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,0,9,0,9,0,9,4,9,0,9,1,11,0,9,0,10,0.0,0.6671295,1.1508939,19,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,0,9,0,9,0,9,4,9,0,10,1,11,0,9,0,10,0.0,0.67412347,1.1281043,19,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,2,10,1,9,1,9,4,9,4,9,1,10,0,9,0,10,0.04365492,0.6636031,4.05211,19,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
12,0,9,0,9,0,12,0,9,2,10,0,12,0,9,0,10,1,11,0,38,0.22201233,0.48318774,0.57599366,25,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,0,12,1,9,2,10,0,12,0,9,0,10,1,11,0,37,0.057573974,0.83723843,3.2082975,25,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
12,0,9,0,9,0,12,1,9,2,10,0,12,0,9,0,10,1,11,0,42,0.07931067,0.9908302,1.8446447,25,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,1,9,1,9,0,12,0,9,2,10,0,9,0,9,0,10,1,11,0,38,0.070088446,0.7954973,3.3044865,25,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
12,0,9,0,9,0,12,0,9,2,10,0,12,0,9,0,10,1,11,0,38,0.22201233,0.48318774,0.57599366,25,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,9,0,9,0,12,0,9,2,10,0,9,0,9,0,10,0,11,0,21,0.09523211,0.6318126,0.7650889,25,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
12,0,9,0,9,0,12,0,9,2,10,0,11,0,9,0,10,0,11,0,35,0.1432054,0.53506345,1.0259914,25,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,0,12,1,9,2,10,0,12,0,9,0,10,1,11,0,41,0.07390714,0.8751359,2.6874032,25,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
10,0,9,0,9,0,12,1,9,2,10,0,11,0,9,0,10,0,11,0,42,0.092309386,0.90959454,1.4323403,25,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
12,0,9,0,9,0,12,0,9,2,10,0,11,0,9,0,10,0,11,0,35,0.1432054,0.53506345,1.0259914,25,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,1,9,1,9,0,12,0,9,2,10,0,9,0,9,0,10,1,11,0,38,0.070088446,0.7954973,3.3044865,25,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,0,9,0,12,1,9,2,10,0,12,0,9,0,10,1,11,0,41,0.08069152,0.98933315,1.816766,25,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
12,3,9,0,9,1,11,4,12,0,10,0,12,0,11,0,9,0,9,0,27,0.028224625,0.99478185,0.6275533,24,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
12,0,9,0,9,1,10,4,12,0,10,0,12,0,11,0,9,0,9,0,27,0.0,0.7205863,1.4008925,24,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,1,9,0,9,1,12,4,12,0,10,0,12,0,11,0,9,0,9,0,23,0.13784139,0.7010159,1.4356072,24,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,1,9,0,9,1,12,4,12,0,10,0,12,0,11,0,9,0,9,0,23,0.13784139,0.7010159,1.4356072,24,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
12,3,9,0,9,1,11,4,12,0,10,0,12,0,11,0,9,0,9,0,27,0.028224625,0.99478185,0.6275533,24,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,1,9,0,9,1,11,4,12,0,10,0,12,0,11,0,9,0,9,0,27,0.12444018,0.72025347,1.5762725,24,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,9,0,9,1,12,4,12,0,10,0,12,0,11,0,9,0,9,0,27,0.0,0.7449162,0.8590799,24,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,1,9,0,9,1,11,4,12,0,10,0,12,0,11,0,9,0,9,0,27,0.12444018,0.72025347,1.5762725,24,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,0,9,1,11,4,12,0,10,0,12,0,11,0,9,0,9,0,27,0.0,0.73527104,1.1110827,24,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,0,9,1,11,4,12,0,10,0,12,0,11,0,9,0,9,0,27,0.0,0.73527104,1.1110827,24,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
11,0,9,0,9,1,12,4,12,0,10,0,12,0,11,0,9,0,9,0,27,0.0,0.7449162,0.8590799,24,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,0,9,1,10,4,12,0,10,0,12,0,11,0,9,0,9,0,27,0.0,0.7205863,1.4008925,24,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,0,10,0,9,0,12,1,10,1,9,1,12,0,10,0,11,0,51,0.04871933,0.40266305,1.2883376,30,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,3,10,0,9,0,12,1,10,1,9,1,12,0,11,0,11,0,51,0.0,0.64828104,2.9686146,30,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,0,9,0,12,1,10,1,9,1,12,0,9,0,10,0,10,0.0,0.6610898,0.0,30,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,0,10,0,9,0,12,1,10,1,9,1,12,0,10,0,11,0,51,0.04871933,0.40266305,1.2883376,30,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,2,10,0,9,1,12,1,10,1,9,0,12,0,9,0,9,0,51,0.014073059,0.641159,3.1670253,30,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,1,9,0,9,0,12,1,10,1,9,1,12,0,9,0,11,0,10,0.0,0.6610898,0.0,30,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,3,10,0,9,0,12,1,10,1,9,0,12,0,11,0,11,0,51,0.026071146,0.45460385,1.7848196,30,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,2,10,0,9,1,12,1,10,1,9,0,12,0,9,0,9,0,51,0.014073059,0.641159,3.1670253,30,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,3,10,0,9,0,12,1,10,1,9,1,12,0,9,0,11,0,51,0.0,0.64828104,2.9686146,30,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,1,10,0,9,0,12,1,10,1,9,0,12,0,9,0,11,0,51,0.035878733,0.4161964,1.4898335,30,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,9,3,10,0,9,0,12,1,10,1,9,0,12,0,10,0,11,0,51,0.026071146,0.45460385,1.7848196,30,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,0,10,2,10,0,9,0,12,1,10,1,9,0,12,0,10,0,11,0,51,0.034444794,0.43979037,1.5887043,30,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,1,9,0,10,0,10,0,10,0,12,0,10,0,9,0,9,0,9,0,10,0.08242574,0.59510094,0.0,18,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
10,2,9,0,9,0,10,0,9,0,9,0,10,3,9,4,9,1,11,4,11,0.20523223,0.42222986,3.6428978,18,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,1,9,0,9,0,11,1,9,0,11,0,9,0,9,0,9,0,12,0,10,0.0,0.7385457,0.0,18,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,2,9,3,9,4,11,1,10,0,12,0,11,0,9,0,11,0,12,4,26,0.17084256,0.37906262,4.3363175,18,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
9,1,9,0,9,0,11,1,9,0,11,0,9,0,9,0,9,0,12,0,10,0.0,0.7385457,0.0,18,RobotScheduleVariableRobotsIncrementalData,incremental_data,84,50,50
